SWIS_SBL_ID,PROP_CLASS,zcta,gfa,E_fleet_ev
50248905700000010050000000,613,14850,0.0,0.0
50248905700000010060040000,613,14850,0.0,0.0
50248905600000050190020000,613,14850,0.0,0.0
50248905700000010060020000,613,14850,0.0,0.0
50248905700000010060030000,613,14850,0.0,0.0
50248905600000050050000000,430,14850,6499.0,0.049
50248905600000050080010000,433,14850,3353.0,0.025
50248905600000040020000000,482,14850,10161.0,0.076
50248905600000030070000000,440,14850,2576.0,0.019
50248905600000050130000000,620,14850,3075.0,0.023
50248905600000050080020000,662,14850,3786.0,0.028
50248905600000030130000000,464,14850,3025.0,0.023
50248905300000010030030000,845,14850,0.0,0.0
50248905300000010020000000,613,14850,10875.0,0.081
50248905600000030220000000,613,14850,0.0,0.0
50248905600000020020020000,613,14850,0.0,0.0
50248905300000010010000000,613,14850,0.0,0.0
50248905300000010080000000,613,14850,0.0,0.0
50248905300000010110000000,613,14850,0.0,0.0
50248905300000010120000000,613,14850,0.0,0.0
50248905300000010090020000,613,14850,0.0,0.0
