arch_id,drivetrain,access,level,freq,work,managed,n,annual_miles,kwh_home,kwh_work,kwh_public_l2,kwh_dcfc,kwh_enroute,n_home,gas_miles,need_wheel
0,BEV,1,L1,daily,0,0,60,10633.839,3242.554,0.0,83.006,132.214,760.835,306.017,0.0,3586.131
1,BEV,1,L1,daily,1,0,60,12204.614,2872.101,899.985,89.142,130.945,800.329,299.85,0.0,4123.777
2,BEV,1,L1,few_week,0,0,60,11532.342,2734.386,0.0,102.353,170.167,1483.875,200.083,0.0,3891.127
3,BEV,1,L1,few_week,1,0,60,10790.658,1965.463,1269.551,84.653,120.924,746.046,175.45,0.0,3648.638
4,BEV,1,L1,weekly,0,0,60,8903.323,2267.131,0.0,89.338,148.35,965.709,151.15,0.0,3002.101
5,BEV,1,L1,weekly,1,0,60,8258.833,1127.319,1460.821,65.565,95.361,422.783,89.733,0.0,2786.731
6,BEV,1,L1,rare,0,0,60,6955.831,1827.873,0.0,80.918,117.033,690.845,119.367,0.0,2349.346
7,BEV,1,L1,rare,1,0,60,6068.189,636.95,1373.335,52.239,80.72,174.993,46.35,0.0,2046.349
8,BEV,1,L2,daily,0,0,60,11506.265,3693.256,0.0,77.655,105.801,434.802,277.433,0.0,3881.457
9,BEV,1,L2,daily,0,1,60,12500.7,3922.24,0.0,85.621,123.89,546.012,278.483,0.0,4213.024
10,BEV,1,L2,daily,1,0,60,13619.127,3897.768,578.157,91.562,126.016,411.971,275.983,0.0,4595.123
11,BEV,1,L2,daily,1,1,60,13707.489,3678.511,534.269,88.088,132.079,707.403,277.533,0.0,4630.771
12,BEV,1,L2,few_week,0,0,60,11421.348,3242.618,0.0,94.013,123.543,805.614,164.783,0.0,3851.682
13,BEV,1,L2,few_week,0,1,60,10472.599,3252.265,0.0,78.11,115.999,474.845,162.5,0.0,3534.417
14,BEV,1,L2,few_week,1,0,60,9450.058,2391.347,767.842,61.508,93.556,236.458,155.05,0.0,3195.44
15,BEV,1,L2,few_week,1,1,60,11648.502,2760.101,875.922,82.402,114.514,530.154,159.45,0.0,3933.384
16,BEV,1,L2,weekly,0,0,60,9702.077,2807.353,0.0,80.047,134.673,593.111,91.6,0.0,3271.349
17,BEV,1,L2,weekly,0,1,60,8243.201,2530.29,0.0,63.317,99.331,387.725,86.65,0.0,2784.495
18,BEV,1,L2,weekly,1,0,60,9017.945,1762.594,1165.284,64.576,96.019,289.243,75.05,0.0,3043.504
19,BEV,1,L2,weekly,1,1,60,8975.976,1692.978,1091.277,63.966,102.322,406.693,73.633,0.0,3028.107
20,BEV,1,L2,rare,0,0,60,6413.761,2057.594,0.0,54.283,80.031,207.301,57.017,0.0,2165.535
21,BEV,1,L2,rare,0,1,60,6376.734,2042.876,0.0,58.138,82.365,197.519,56.567,0.0,2153.49
22,BEV,1,L2,rare,1,0,60,6339.104,991.127,1181.527,52.537,66.438,83.494,34.383,0.0,2141.427
23,BEV,1,L2,rare,1,1,60,6454.358,1023.908,1177.926,45.655,66.407,105.006,35.033,0.0,2178.864
24,BEV,0,none,none,0,0,60,10974.029,0.0,0.0,993.848,1889.988,1148.18,0.0,0.0,3701.83
25,BEV,0,none,none,1,0,60,10176.468,0.0,1654.471,499.036,960.229,657.856,0.0,0.0,3432.264
26,PHEV,1,L1,daily,0,0,60,11901.722,2367.047,0.0,152.599,0.0,0.0,289.667,6206.96,4419.804
27,PHEV,1,L1,daily,1,0,60,10950.328,2156.267,396.604,134.758,0.0,0.0,288.483,4810.454,4060.736
28,PHEV,1,L1,few_week,0,0,60,9481.843,1324.435,0.0,143.46,0.0,0.0,150.5,6141.205,3518.487
29,PHEV,1,L1,few_week,1,0,60,10973.328,1222.045,571.059,157.9,0.0,0.0,149.0,6441.507,4073.399
30,PHEV,1,L1,weekly,0,0,60,8239.115,546.51,0.0,136.631,0.0,0.0,55.217,6657.246,3060.708
31,PHEV,1,L1,weekly,1,0,60,7182.242,463.949,668.961,101.857,0.0,0.0,56.417,4249.026,2663.858
32,PHEV,1,L1,rare,0,0,60,5887.551,181.441,0.0,95.047,0.0,0.0,17.683,5221.293,2185.549
33,PHEV,1,L1,rare,1,0,60,6915.471,145.22,734.67,97.37,0.0,0.0,16.917,4545.15,2569.2
34,PHEV,1,L2,daily,0,0,60,12252.974,2440.766,0.0,148.518,0.0,0.0,279.8,5941.435,4543.516
35,PHEV,1,L2,daily,0,1,60,10733.267,2376.019,0.0,123.895,0.0,0.0,279.033,4643.099,3985.549
36,PHEV,1,L2,daily,1,0,60,11747.411,2327.911,338.318,142.597,0.0,0.0,278.85,4908.279,4352.862
37,PHEV,1,L2,daily,1,1,60,12553.269,2437.566,380.562,142.429,0.0,0.0,279.383,5348.225,4657.007
38,PHEV,1,L2,few_week,0,0,60,9402.028,1470.958,0.0,133.29,0.0,0.0,148.333,5473.748,3491.207
39,PHEV,1,L2,few_week,0,1,60,9524.563,1444.185,0.0,126.592,0.0,0.0,149.05,5686.013,3532.773
40,PHEV,1,L2,few_week,1,0,60,10323.185,1341.831,525.59,140.669,0.0,0.0,148.467,5420.759,3826.124
41,PHEV,1,L2,few_week,1,1,60,10959.785,1295.122,530.83,154.647,0.0,0.0,146.6,6128.597,4066.225
42,PHEV,1,L2,weekly,0,0,60,8006.332,593.38,0.0,124.423,0.0,0.0,53.417,6234.506,2972.777
43,PHEV,1,L2,weekly,0,1,60,8319.477,617.654,0.0,131.178,0.0,0.0,56.217,6467.863,3085.709
44,PHEV,1,L2,weekly,1,0,60,9042.169,557.226,680.149,132.3,0.0,0.0,57.9,5692.872,3358.113
45,PHEV,1,L2,weekly,1,1,60,9082.046,542.301,691.428,128.983,0.0,0.0,55.55,5746.781,3371.109
46,PHEV,1,L2,rare,0,0,60,6018.056,202.863,0.0,110.321,0.0,0.0,17.733,5229.77,2233.956
47,PHEV,1,L2,rare,0,1,60,5728.81,198.302,0.0,93.019,0.0,0.0,17.017,4993.526,2126.88
48,PHEV,1,L2,rare,1,0,60,6485.421,162.782,704.685,87.315,0.0,0.0,17.167,4148.055,2406.79
49,PHEV,1,L2,rare,1,1,60,6097.116,168.787,689.455,87.374,0.0,0.0,18.367,3777.405,2261.369
50,PHEV,0,none,none,0,0,60,9512.03,0.0,0.0,1446.994,0.0,0.0,0.0,5969.479,3527.993
51,PHEV,0,none,none,1,0,60,11250.884,0.0,644.161,1274.453,0.0,0.0,0.0,6568.341,4174.698
