site_type,site_id,name,lat,lon,ports_2026,ports_scaled,annual_kwh,peak_kw,kwh_per_port_day
public_l2,afdc_341740,SWTCH Energy Inc.,42.538,-76.654,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_341778,SWTCH Energy Inc.,42.501,-76.311,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_347356,Kendal at Ithaca 2 (North Lot),42.476,-76.486,4.0,44.461,91634.141,57.343,5.647
public_l2,afdc_347357,Kendal at Ithaca 1 (South Lot),42.475,-76.485,4.0,44.461,91634.141,57.343,5.647
public_l2,afdc_347365,Best Western University Inn,42.439,-76.462,8.0,88.923,183268.281,114.685,5.647
public_l2,afdc_347945,Fairview Apartments East,42.44,-76.476,12.0,133.384,274902.422,172.028,5.647
public_l2,afdc_347946,Fairview Apartments West,42.44,-76.476,8.0,88.923,183268.281,114.685,5.647
public_l2,afdc_350529,GREENSTARCOOPER GREENSTAR 1,42.445,-76.51,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_360737,Ithaca College - Farm Pond Road - North Row,42.428,-76.496,12.0,133.384,274902.422,172.028,5.647
public_l2,afdc_360738,Ithaca College -  Terrace Hall,42.417,-76.498,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_360739,Ithaca College - Farm Pond Road - South Row,42.427,-76.496,14.0,155.615,320719.492,200.699,5.647
public_l2,afdc_372446,GREENSTARCOOPER GREENSTAR 2,42.445,-76.51,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_376246,Northside Apartments Site 1,42.445,-76.506,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_376247,Northside Apartments Site 2,42.445,-76.506,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_384284,INHS VILLAGE GROVE 6,42.536,-76.661,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_384285,INHS VILLAGE GROVE 3,42.536,-76.661,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_384286,INHS VILLAGE GROVE 2,42.536,-76.661,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_384287,INHS VILLAGE GROVE 5,42.536,-76.661,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_384288,INHS VILLAGE GROVE 4,42.536,-76.661,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_384289,INHS VILLAGE GROVE 1,42.536,-76.661,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_420749,ORLY ITHACA 1,42.432,-76.51,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_420750,ORLY ITHACA 3,42.432,-76.51,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_429747,Chrysler L2s,42.428,-76.51,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_439836,Springwater Inn,42.459,-76.428,4.0,44.461,91634.141,57.343,5.647
public_l2,afdc_447078,Village Hall,42.541,-76.661,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_452497,308 Main Street,42.586,-76.366,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_455979,Honda L2's,42.427,-76.51,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_455980,Imports L2s,42.423,-76.518,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_455983,Ford Ithaca L2s,42.435,-76.509,4.0,44.461,91634.141,57.343,5.647
public_l2,afdc_456594,HOUSE OF ALPHA STATION 1,42.456,-76.487,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_456595,HOUSE OF ALPHA STATION 2,42.456,-76.487,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_458593,ORLY ITHACA 2,42.432,-76.51,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_458594,ORLY ITHACA 4,42.432,-76.51,1.0,11.115,22908.535,14.336,5.647
public_l2,afdc_460294,FERGUSON ELEC AURORA 2,42.447,-76.509,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_460295,FERGUSON ELEC AURORA 5,42.447,-76.509,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_460296,FERGUSON ELEC AURORA 4,42.447,-76.509,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_460298,FERGUSON ELEC AURORA 1,42.447,-76.509,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_460299,FERGUSON ELEC AURORA 6,42.447,-76.509,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_462029,GT-Dryden Mutual Insurance,42.5,-76.3,6.0,66.692,137451.211,86.014,5.647
public_l2,afdc_467971,Parking Lot,42.541,-76.66,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_467972,Parking Lot,42.542,-76.666,2.0,22.231,45817.07,28.671,5.647
public_l2,afdc_468044,Parking Lot,42.436,-76.465,2.0,22.231,45817.07,28.671,5.647
dcfc,afdc_117739,Maguire Chevrolet,42.481,-76.478,1.0,11.115,877590.335,1195.763,216.309
dcfc,afdc_149318,"Ithaca, NY - Tesla Supercharger",42.429,-76.509,8.0,88.923,7020722.681,9566.104,216.309
dcfc,afdc_333805,Holiday Inn Express Ithaca,42.421,-76.518,8.0,88.923,7020722.681,9566.104,216.309
dcfc,afdc_398514,Ithaca College - Athletic Center,42.422,-76.49,4.0,44.461,3510361.341,4783.052,216.309
dcfc,afdc_440986,Chrysler L3s,42.428,-76.51,2.0,22.231,1755180.67,2391.526,216.309
dcfc,afdc_447078,Village Hall,42.541,-76.661,2.0,22.231,1755180.67,2391.526,216.309
dcfc,afdc_449494,Parking Lot DCFC,42.542,-76.666,2.0,22.231,1755180.67,2391.526,216.309
dcfc,afdc_455981,Chevrolet Cadillac L3s,42.481,-76.478,3.0,33.346,2632771.006,3587.289,216.309
dcfc,afdc_455982,Ford Ithaca L3s,42.435,-76.509,4.0,44.461,3510361.341,4783.052,216.309
dcfc,afdc_455985,Chevy of Trumansburg L3's,42.533,-76.639,2.0,22.231,1755180.67,2391.526,216.309
dcfc,afdc_459357,Parking Lot DCFC,42.541,-76.66,2.0,22.231,1755180.67,2391.526,216.309
dcfc,afdc_463625,Ithaca Ford,42.435,-76.509,2.0,22.231,1755180.67,2391.526,216.309
workplace_listed,afdc_44339,Maguire Family of Dealerships,42.435,-76.509,1.0,,266973.033,261.291,
workplace_listed,afdc_157971,Maguire Family of Dealerships,42.423,-76.519,0.0,,0.0,0.0,
workplace_listed,afdc_168427,Village of Dryden,42.485,-76.297,2.0,,533946.067,522.582,
workplace_listed,afdc_168458,Tompkins-Seneca-Tioga BOCES,42.476,-76.464,4.0,,1067892.133,1045.164,
workplace_listed,afdc_303228,Swtch Energy,42.501,-76.31,2.0,,533946.067,522.582,
workplace_listed,chargeready_56A260F38E53CE12C012D52A07908D7966D69E4F5ECBF7043EB7681EEBF1A5E2,Dryden Mutual Insurance Company,,,6.0,,1601838.2,1567.746,
workplace_listed,chargeready_FE9A4C96FFF5CD08C8B5BD7CCC15E73D25CA8C3C1ECA4AA6B308C63B6D0B77BE,TST BOCES Ithaca,,,4.0,,1067892.133,1045.164,
workplace_listed,chargeready_498FEA00DD2D4B8B227D6D6A6B07F9F52AFE255CB81F23F2E051B39205B0D39F,Cornell Cooperative Extension Association of Tompkins County,,,2.0,,533946.067,522.582,
workplace_unlisted_parcel,parcel_50200000900000010230000000,612,42.393,-76.371,,,10024.565,9.811,
workplace_unlisted_parcel,parcel_50200000900000010070040000,442,42.395,-76.401,,,3837.658,3.756,
workplace_unlisted_parcel,parcel_50200003100000010010050000,670,42.327,-76.319,,,11155.546,10.918,
workplace_unlisted_parcel,parcel_50300101400000060010000000,613,42.458,-76.484,,,4803.093,4.701,
workplace_unlisted_parcel,parcel_50300101400000040020020000,613,42.459,-76.479,,,18003.885,17.621,
workplace_unlisted_parcel,parcel_50300100900000060010000000,612,42.466,-76.489,,,9259.856,9.063,
workplace_unlisted_parcel,parcel_50300101000000040010020000,452,42.469,-76.48,,,9687.265,9.481,
workplace_unlisted_parcel,parcel_50300101000000040010020002,465,42.469,-76.48,,,5304.998,5.192,
workplace_unlisted_parcel,parcel_50300100500000030180010000,464,42.47,-76.478,,,4136.206,4.048,
workplace_unlisted_parcel,parcel_50300100300000010010000000,633,42.475,-76.486,,,68499.943,67.042,
workplace_unlisted_parcel,parcel_50220000900000010090120000,464,42.358,-76.512,,,4066.225,3.98,
workplace_unlisted_parcel,parcel_50220001000000010050000000,614,42.359,-76.49,,,4638.299,4.54,
workplace_unlisted_parcel,parcel_50220000200000010350110000,442,42.384,-76.492,,,5416.742,5.301,
workplace_unlisted_parcel,parcel_50220000100000010250010000,710,42.381,-76.51,,,13809.174,13.515,
workplace_unlisted_parcel,parcel_50248907300000020040020000,714,42.403,-76.422,,,4524.11,4.428,
workplace_unlisted_parcel,parcel_50248905400000010090050000,440,42.461,-76.421,,,3948.273,3.864,
workplace_unlisted_parcel,parcel_50248905200000010040320000,710,42.471,-76.41,,,38381.85,37.565,
workplace_unlisted_parcel,parcel_50248905200000010041110000,440,42.472,-76.408,,,6251.244,6.118,
workplace_unlisted_parcel,parcel_50248905200000010080050000,442,42.472,-76.403,,,7719.337,7.555,
workplace_unlisted_parcel,parcel_50248905200000010080020000,442,42.471,-76.401,,,9029.784,8.838,
workplace_unlisted_parcel,parcel_50248904200000010350020000,442,42.473,-76.424,,,8092.944,7.921,
workplace_unlisted_parcel,parcel_50248904200000010350030000,440,42.474,-76.425,,,4608.952,4.511,
workplace_unlisted_parcel,parcel_50248904200000010310060000,710,42.474,-76.428,,,9126.854,8.933,
workplace_unlisted_parcel,parcel_50248904200000010310030000,661,42.475,-76.428,,,5928.053,5.802,
workplace_unlisted_parcel,parcel_50248904300000010290060000,440,42.475,-76.433,,,3809.44,3.728,
workplace_unlisted_parcel,parcel_50248904300000010330020000,642,42.477,-76.432,,,4703.201,4.603,
workplace_unlisted_parcel,parcel_50248904300000010331210000,442,42.477,-76.435,,,12359.517,12.096,
workplace_unlisted_parcel,parcel_50248903900000010010000000,712,42.497,-76.372,,,11287.23,11.047,
workplace_unlisted_parcel,parcel_50248903400000020030030000,449,42.505,-76.359,,,5609.001,5.49,
workplace_unlisted_parcel,parcel_50248903700000010100120000,613,42.499,-76.282,,,31371.728,30.704,
workplace_unlisted_parcel,parcel_50248903700000010080030000,613,42.501,-76.288,,,52512.71,51.395,
workplace_unlisted_parcel,parcel_50248903700000010101120000,613,42.5,-76.285,,,12006.603,11.751,
workplace_unlisted_parcel,parcel_50248903700000010101110000,613,42.5,-76.286,,,12054.009,11.797,
workplace_unlisted_parcel,parcel_50248903800000010260000000,612,42.502,-76.309,,,35451.685,34.697,
workplace_unlisted_parcel,parcel_50248903900000010220020000,449,42.5,-76.349,,,4153.701,4.065,
workplace_unlisted_parcel,parcel_50248903900000010220050000,440,42.497,-76.349,,,3809.064,3.728,
workplace_unlisted_parcel,parcel_50240100800100010020000000,464,42.5,-76.3,,,5885.538,5.76,
workplace_unlisted_parcel,parcel_50240101100000010080070000,449,42.491,-76.292,,,3880.55,3.798,
workplace_unlisted_parcel,parcel_50240101600000020010000000,612,42.488,-76.292,,,22370.35,21.894,
workplace_unlisted_parcel,parcel_50240101100000010090000000,651,42.492,-76.29,,,4815.885,4.713,
workplace_unlisted_parcel,parcel_50240101200000040010010000,633,42.492,-76.295,,,7417.592,7.26,
workplace_unlisted_parcel,parcel_50240100900000010060000000,452,42.495,-76.299,,,4323.009,4.231,
workplace_unlisted_parcel,parcel_50240101300000010110020000,710,42.492,-76.304,,,4552.516,4.456,
workplace_unlisted_parcel,parcel_50260000400000020070040000,710,42.461,-76.574,,,8115.707,7.943,
workplace_unlisted_parcel,parcel_50260001400000020020080000,651,42.418,-76.623,,,4608.2,4.51,
workplace_unlisted_parcel,parcel_50260000800000010100000000,612,42.449,-76.632,,,8025.785,7.855,
workplace_unlisted_parcel,parcel_50240300400000050110110000,633,42.515,-76.344,,,4451.307,4.357,
workplace_unlisted_parcel,parcel_50288903500000010250020000,442,42.552,-76.403,,,6095.104,5.965,
workplace_unlisted_parcel,parcel_50280130800000010030010000,455,42.589,-76.348,,,7701.653,7.538,
workplace_unlisted_parcel,parcel_50280130800000010010010000,715,42.591,-76.35,,,3816.024,3.735,
workplace_unlisted_parcel,parcel_50280130800000010010030000,440,42.59,-76.352,,,6306.552,6.172,
workplace_unlisted_parcel,parcel_50280110800000020370000000,612,42.584,-76.359,,,18783.832,18.384,
workplace_unlisted_parcel,parcel_50280100700000020250040000,633,42.585,-76.368,,,9033.547,8.841,
workplace_unlisted_parcel,parcel_50280100700000020250030000,633,42.585,-76.369,,,6524.395,6.386,
workplace_unlisted_parcel,parcel_50280101100000010010020000,612,42.58,-76.371,,,26550.011,25.985,
workplace_unlisted_parcel,parcel_50280100600000010310000000,652,42.59,-76.37,,,4484.793,4.389,
workplace_unlisted_parcel,parcel_50280100500000010020000000,444,42.592,-76.369,,,3846.124,3.764,
workplace_unlisted_parcel,parcel_50070013000000040050000000,690,42.419,-76.518,,,8085.419,7.913,
workplace_unlisted_parcel,parcel_50070013000000030010000000,456,42.42,-76.519,,,4044.591,3.959,
workplace_unlisted_parcel,parcel_50070012800000010060010000,452,42.421,-76.519,,,9327.767,9.129,
workplace_unlisted_parcel,parcel_50070012900000010100020000,414,42.422,-76.516,,,10642.729,10.416,
workplace_unlisted_parcel,parcel_50070008500000050010000000,612,42.437,-76.478,,,5543.723,5.426,
workplace_unlisted_parcel,parcel_50070006300000050070000000,437,42.442,-76.486,,,13544.676,13.256,
workplace_unlisted_parcel,parcel_50070006300000050020000000,482,42.442,-76.486,,,9030.349,8.838,
workplace_unlisted_parcel,parcel_50070006400000100030000000,613,42.441,-76.485,,,11800.799,11.55,
workplace_unlisted_parcel,parcel_50070006900000010040000000,482,42.44,-76.494,,,4301.752,4.21,
workplace_unlisted_parcel,parcel_50070006900000010110000000,481,42.44,-76.495,,,7997.379,7.827,
workplace_unlisted_parcel,parcel_50070006900000010070000000,482,42.44,-76.495,,,5361.434,5.247,
workplace_unlisted_parcel,parcel_50070006900000010060020000,414,42.44,-76.495,,,14010.275,13.712,
workplace_unlisted_parcel,parcel_50070006100000040050000000,650,42.441,-76.496,,,33455.351,32.743,
workplace_unlisted_parcel,parcel_50070007000000020100000000,463,42.44,-76.497,,,8997.051,8.806,
workplace_unlisted_parcel,parcel_50070007000000030150000000,463,42.44,-76.497,,,6317.839,6.183,
workplace_unlisted_parcel,parcel_50070007000000040040220000,464,42.439,-76.496,,,10902.524,10.67,
workplace_unlisted_parcel,parcel_50070007000000040040210001,437,42.439,-76.496,,,9101.27,8.908,
workplace_unlisted_parcel,parcel_50070007000000040050010000,452,42.439,-76.497,,,20255.123,19.824,
workplace_unlisted_parcel,parcel_50070007000000020050000000,464,42.44,-76.498,,,4003.204,3.918,
workplace_unlisted_parcel,parcel_50070007000000050010000000,481,42.439,-76.499,,,9593.017,9.389,
workplace_unlisted_parcel,parcel_50070007000000050230000000,652,42.439,-76.499,,,5549.555,5.431,
workplace_unlisted_parcel,parcel_50070007000000080010000000,611,42.438,-76.498,,,12986.711,12.71,
workplace_unlisted_parcel,parcel_50070007000000080110000000,642,42.438,-76.497,,,8780.901,8.594,
workplace_unlisted_parcel,parcel_50070007000000040050230000,437,42.439,-76.497,,,31663.503,30.99,
workplace_unlisted_parcel,parcel_50070007000000040040030000,414,42.439,-76.496,,,18950.319,18.547,
workplace_unlisted_parcel,parcel_50070008100000030020020000,410,42.437,-76.497,,,3909.708,3.826,
workplace_unlisted_parcel,parcel_50070008100000030010000000,662,42.437,-76.498,,,5400.94,5.286,
workplace_unlisted_parcel,parcel_50070008100000020010000000,437,42.437,-76.499,,,41870.357,40.979,
workplace_unlisted_parcel,parcel_50070008100000020010000001,464,42.437,-76.499,,,4138.651,4.051,
workplace_unlisted_parcel,parcel_50070008000000100010000000,633,42.438,-76.5,,,13668.836,13.378,
workplace_unlisted_parcel,parcel_50070007000000070040020000,414,42.438,-76.499,,,26898.787,26.326,
workplace_unlisted_parcel,parcel_50070008000000070010000000,642,42.436,-76.502,,,10323.301,10.104,
workplace_unlisted_parcel,parcel_50070010700000010030000000,642,42.433,-76.492,,,4277.86,4.187,
workplace_unlisted_parcel,parcel_50070010600000010080020000,710,42.43,-76.501,,,87069.506,85.216,
workplace_unlisted_parcel,parcel_50070010700000010010000000,612,42.434,-76.494,,,13224.495,12.943,
workplace_unlisted_parcel,parcel_50070011400000010010000000,449,42.428,-76.493,,,4035.185,3.949,
workplace_unlisted_parcel,parcel_50070010400000010010020000,452,42.431,-76.507,,,5010.402,4.904,
workplace_unlisted_parcel,parcel_50070011700000010010020000,452,42.429,-76.51,,,28338.661,27.736,
workplace_unlisted_parcel,parcel_50070011700000030010000000,485,42.429,-76.506,,,4128.116,4.04,
workplace_unlisted_parcel,parcel_50070011700000020010020000,452,42.43,-76.507,,,7776.902,7.611,
workplace_unlisted_parcel,parcel_50070012200000020020000000,431,42.427,-76.509,,,5184.225,5.074,
workplace_unlisted_parcel,parcel_50070011800000010010020000,453,42.427,-76.513,,,35985.948,35.22,
workplace_unlisted_parcel,parcel_50070011800000010020040000,452,42.429,-76.513,,,7523.315,7.363,
workplace_unlisted_parcel,parcel_50070012500000020040000000,414,42.425,-76.513,,,7223.827,7.07,
workplace_unlisted_parcel,parcel_50070012500000010010010000,452,42.425,-76.515,,,6159.63,6.029,
workplace_unlisted_parcel,parcel_50070012500000010030010000,415,42.424,-76.516,,,6042.431,5.914,
workplace_unlisted_parcel,parcel_50070011800000010020020000,453,42.431,-76.514,,,25316.129,24.777,
workplace_unlisted_parcel,parcel_50070009600000020010090000,712,42.434,-76.516,,,8347.847,8.17,
workplace_unlisted_parcel,parcel_50070007800000030020000000,449,42.436,-76.515,,,3878.48,3.796,
workplace_unlisted_parcel,parcel_50070010200000010020030000,452,42.433,-76.509,,,10966.673,10.733,
workplace_unlisted_parcel,parcel_50070009500000010010220000,454,42.435,-76.51,,,23155.753,22.663,
workplace_unlisted_parcel,parcel_50070010200000010020010000,452,42.432,-76.51,,,21077.962,20.629,
workplace_unlisted_parcel,parcel_50070009500000010010010000,431,42.435,-76.509,,,4535.585,4.439,
workplace_unlisted_parcel,parcel_50070009400000010220000000,415,42.434,-76.507,,,7408.185,7.251,
workplace_unlisted_parcel,parcel_50070007900000060080020000,452,42.436,-76.506,,,7334.63,7.179,
workplace_unlisted_parcel,parcel_50070007900000100010000000,415,42.436,-76.509,,,4462.218,4.367,
workplace_unlisted_parcel,parcel_50070007200000070100000000,455,42.438,-76.509,,,6045.064,5.916,
workplace_unlisted_parcel,parcel_50070007300000060010000000,444,42.439,-76.512,,,4188.315,4.099,
workplace_unlisted_parcel,parcel_50070007800000010010020000,710,42.437,-76.515,,,9373.292,9.174,
workplace_unlisted_parcel,parcel_50070007800000010010010000,710,42.437,-76.514,,,4348.405,4.256,
workplace_unlisted_parcel,parcel_50070005700000020010000000,612,42.44,-76.518,,,4936.094,4.831,
workplace_unlisted_parcel,parcel_50070007300000010110000000,464,42.44,-76.514,,,5767.775,5.645,
workplace_unlisted_parcel,parcel_50070004200000020050000000,710,42.445,-76.516,,,4558.536,4.462,
workplace_unlisted_parcel,parcel_50070004300000020050220000,454,42.445,-76.51,,,6584.218,6.444,
workplace_unlisted_parcel,parcel_50070005200000030060000000,456,42.444,-76.509,,,4679.121,4.58,
workplace_unlisted_parcel,parcel_50070007100000020050000000,652,42.44,-76.503,,,12172.902,11.914,
workplace_unlisted_parcel,parcel_50070006000000020080000000,612,42.442,-76.502,,,12974.295,12.698,
workplace_unlisted_parcel,parcel_50070007000000010030000000,464,42.44,-76.499,,,5129.482,5.02,
workplace_unlisted_parcel,parcel_50070006100000050110000000,463,42.441,-76.498,,,17764.031,17.386,
workplace_unlisted_parcel,parcel_50070006100000050010000000,452,42.441,-76.499,,,22104.159,21.634,
workplace_unlisted_parcel,parcel_50070006100000050100000000,414,42.441,-76.497,,,34989.85,34.245,
workplace_unlisted_parcel,parcel_50070006100000020040000000,652,42.442,-76.497,,,13569.132,13.28,
workplace_unlisted_parcel,parcel_50070006100000030140000000,464,42.442,-76.497,,,5569.308,5.451,
workplace_unlisted_parcel,parcel_50070006100000020010000000,620,42.442,-76.499,,,4314.168,4.222,
workplace_unlisted_parcel,parcel_50070004900000040050000000,620,42.443,-76.496,,,4347.465,4.255,
workplace_unlisted_parcel,parcel_50070002800000020010000000,612,42.451,-76.496,,,7009.934,6.861,
workplace_unlisted_parcel,parcel_50070002600000020080000000,482,42.45,-76.501,,,5098.066,4.99,
workplace_unlisted_parcel,parcel_50070001600000010030000000,651,42.453,-76.504,,,18775.555,18.376,
workplace_unlisted_parcel,parcel_50070001700000010010020000,465,42.452,-76.506,,,11379.221,11.137,
workplace_unlisted_parcel,parcel_50070002500000040010000000,650,42.449,-76.505,,,5134.749,5.025,
workplace_unlisted_parcel,parcel_50070003600000010040000000,456,42.448,-76.507,,,4442.654,4.348,
workplace_unlisted_parcel,parcel_50070003600000010030510000,465,42.447,-76.509,,,12049.118,11.793,
workplace_unlisted_parcel,parcel_50070002300000010010000000,455,42.451,-76.509,,,4778.261,4.677,
workplace_unlisted_parcel,parcel_50070000100000010150000000,650,42.464,-76.5,,,3762.41,3.682,
workplace_unlisted_parcel,parcel_50070000500000010010000000,612,42.455,-76.498,,,48040.522,47.018,
workplace_unlisted_parcel,parcel_50070000900000060100000000,613,42.454,-76.482,,,4117.582,4.03,
workplace_unlisted_parcel,parcel_50070003000000010010050000,613,42.449,-76.479,,,28220.898,27.62,
workplace_unlisted_parcel,parcel_50070003000000010010020000,613,42.454,-76.478,,,800050.736,783.023,
workplace_unlisted_parcel,parcel_50070003100000010010060000,613,42.447,-76.484,,,6991.499,6.843,
workplace_unlisted_parcel,parcel_50070003100000010010010000,613,42.446,-76.482,,,63717.544,62.361,
workplace_unlisted_parcel,parcel_50070003100000010010080000,613,42.447,-76.479,,,24743.866,24.217,
workplace_unlisted_parcel,parcel_50070003100000010010020000,613,42.444,-76.478,,,768940.495,752.575,
workplace_unlisted_parcel,parcel_50070006500000030010010000,613,42.443,-76.476,,,21794.325,21.33,
workplace_unlisted_parcel,parcel_50070006500000030030000000,613,42.442,-76.475,,,9624.809,9.42,
workplace_unlisted_parcel,parcel_50070012600000010020020000,652,42.424,-76.519,,,6806.2,6.661,
workplace_unlisted_parcel,parcel_50070012600000010030020000,431,42.423,-76.518,,,13021.325,12.744,
