parcel,E_ev,peak_kw_p50,peak_kw_p90,prob_any_ev_charging
50200002000000010130110000,0.049,0.0,0.0,0.067
50200002000000010130120000,0.026,0.0,0.0,0.033
50200002000000010130130000,0.073,0.0,0.0,0.033
50200002000000010130220000,0.027,0.0,0.0,0.0
50200002100000010010010000,0.163,0.0,0.28,0.1
50200002100000010070210000,0.027,0.0,0.0,0.033
50200002100000010070240000,0.039,0.0,0.0,0.033
50200002100000010080010000,0.061,0.0,0.0,0.067
50200002100000010080210000,0.061,0.0,0.0,0.067
50200002100000010120030000,0.132,0.0,0.28,0.1
50200002100000010120050000,0.08,0.0,0.0,0.033
50200002100000010120420000,0.242,0.0,3.96,0.233
50200002100000010130000000,0.07,0.0,0.0,0.067
50200002100000010150000000,0.071,0.0,0.14,0.1
50200002100000010160010000,0.136,0.0,0.28,0.1
50200002100000010160020000,0.244,0.0,3.6,0.167
50200002100000010170110000,0.095,0.0,0.0,0.0
50200002100000010170120000,0.11,0.0,3.24,0.133
50200002100000010170130000,0.148,0.0,0.28,0.1
50200002100000010170140000,0.07,0.0,0.0,0.033
50200002100000010180010000,0.0,0.0,0.0,0.0
50200002100000010180020000,0.043,0.0,0.14,0.1
50200002100000010190010000,0.07,0.0,0.0,0.033
50200002100000010190020000,0.061,0.0,0.0,0.0
50200002100000010210010000,0.0,0.0,0.0,0.0
50200002100000010210030000,0.04,0.0,0.0,0.033
50200002100000010210040000,0.061,0.0,3.24,0.133
50200002100000010210210000,0.192,0.0,7.2,0.267
50200002100000010220000000,0.101,0.0,0.28,0.1
50200002100000010240000000,0.061,0.0,0.0,0.033
50200002100000010250000000,0.061,0.0,0.0,0.067
50200002100000010300000000,0.061,0.0,0.0,0.067
50200002200000010010020000,0.345,0.0,3.38,0.133
50200002200000010010110000,0.349,0.0,7.2,0.333
50200002200000010040000000,0.067,0.0,0.0,0.067
50200002200000010050130000,0.18,0.0,0.28,0.1
50200002200000010050230000,0.1,0.0,1.54,0.133
50200002200000010050310000,0.057,0.0,0.0,0.067
50200002200000010060000000,0.061,0.0,0.0,0.033
50200002200000010070010000,0.079,0.0,0.0,0.033
50200002200000010090010000,0.04,0.0,0.0,0.067
50200002200000010100000000,0.081,0.0,0.0,0.067
50200002200000010110000000,0.061,0.0,0.28,0.1
50200002200000010120000000,0.061,0.0,0.0,0.033
50200002200000010130020000,0.081,0.0,0.0,0.033
50200002200000010140000000,0.094,0.0,0.0,0.033
50200002200000010150000000,0.099,0.0,0.0,0.0
50200002200000010190000000,0.12,0.0,0.0,0.067
50200002200000010200000000,0.11,0.0,1.54,0.133
50200002200000010220000000,0.11,0.0,0.0,0.033
50200002200000010230000000,0.057,0.0,0.28,0.1
50200002200000010240010000,0.173,0.0,0.0,0.067
50200002200000010240040000,0.07,0.0,0.0,0.067
50200002200000010290000000,0.112,0.0,0.0,0.067
50200002200000010300020000,0.047,0.0,0.0,0.067
50200002200000010300020001,0.12,0.0,1.98,0.133
50200002200000010300310000,0.0,0.0,0.0,0.0
50200002200000010330010000,0.173,0.0,3.24,0.167
50200002200000010340000000,0.0,0.0,0.0,0.0
50200002200000010350210000,0.091,0.0,0.0,0.033
50200002200000010360010000,0.096,0.0,0.0,0.067
50200002200000010360030000,0.09,0.0,3.24,0.133
50200002200000010400010000,0.067,0.0,0.0,0.033
50200002200000010400030000,0.12,0.0,2.867,0.133
50200002200000010400040000,0.07,0.0,0.14,0.1
50200002200000010400050000,0.091,0.0,0.28,0.1
50200002200000010400060000,0.067,0.0,0.0,0.067
50200002200000010400070000,0.094,0.0,2.88,0.133
50200002200000010400080000,0.043,0.0,0.0,0.033
50200002200000010400090000,0.085,0.0,0.0,0.033
50200002200000010400100000,0.173,0.0,2.8,0.167
50200002300000010010030000,0.091,0.0,0.0,0.067
50200002300000010010230000,0.11,0.0,2.88,0.233
50200002300000010010250000,0.11,0.0,0.0,0.067
50200002300000010010260000,0.23,0.0,3.96,0.167
50200002300000010020000000,0.11,0.0,0.0,0.067
50200002300000010040010000,0.047,0.0,0.0,0.033
50200002300000010040030000,0.079,0.0,0.0,0.0
50200002300000010040210000,0.059,0.0,0.0,0.0
50200002300000010060020000,0.148,0.0,2.88,0.167
50200002300000010140000000,0.185,0.0,7.34,0.2
50200002400000010010000000,0.0,0.0,0.0,0.0
50200002400000010020020000,0.118,0.0,0.0,0.067
50200002400000010040010000,0.118,0.0,0.0,0.033
50200002400000010040220000,0.1,0.0,0.28,0.1
50200002400000010042130000,0.063,0.0,0.36,0.1
50200002400000010050000000,0.067,0.0,0.0,0.067
50200002400000010060010000,0.099,0.0,3.151,0.133
50200002400000010060020000,0.07,0.0,0.0,0.033
50200002400000010060030000,0.057,0.0,0.0,0.033
50200002400000010060410000,0.11,0.0,7.2,0.167
50200002400000010060420000,0.094,0.0,0.0,0.033
50200002400000010070010000,0.0,0.0,0.0,0.0
50200002400000010070030000,0.443,0.0,3.6,0.233
50200002400000010070040000,0.046,0.0,0.0,0.033
50200002400000010070050000,0.091,0.0,0.0,0.067
50200002400000010070060000,0.099,0.0,3.24,0.133
50200002400000010070080000,0.07,0.0,0.0,0.0
50200002400000010070720000,0.201,0.0,0.28,0.1
50200002400000010100020000,0.07,0.0,0.0,0.067
50200002400000010120020000,0.047,0.0,2.8,0.133
50200002400000010120030000,0.043,0.0,0.0,0.0
50200002400000010130020000,0.057,0.0,0.0,0.033
50200002400000010140010000,0.057,0.0,0.0,0.067
50200002400000010140210000,0.12,0.0,3.24,0.133
50200002400000010140240000,0.173,0.0,2.88,0.2
50200002400000010140260000,0.091,0.0,7.2,0.267
50200002400000010150000000,0.242,0.0,7.2,0.333
50200002400000010160020000,0.091,0.0,0.0,0.067
50200002400000010200000000,0.067,0.0,0.0,0.0
50200002400000010230000000,0.11,0.0,2.8,0.167
50200002400000010240000000,0.242,0.0,7.2,0.333
50200002500000010010010000,0.099,0.0,0.0,0.067
50200002500000010010210000,0.1,0.0,2.8,0.133
50200002500000010010230000,0.078,0.0,0.0,0.067
50200002500000010010240000,0.159,0.0,0.28,0.1
50200002500000010010410000,0.118,0.0,3.24,0.133
50200002500000010010420000,0.1,0.0,0.14,0.1
50200002500000010020050000,0.07,0.0,0.0,0.033
50200002500000010020210000,0.099,0.0,0.14,0.1
50200002500000010020310000,0.11,0.0,2.8,0.133
50200002500000010020320000,0.125,0.0,0.0,0.033
50200002500000010020410000,0.067,0.0,0.0,0.067
50200002500000010022260000,0.118,0.0,0.0,0.033
50200002500000010022270000,0.118,0.0,0.28,0.1
50200002500000010024220000,0.047,0.0,0.0,0.067
50200002500000010024230000,0.173,0.0,3.24,0.2
50200002500000010024250000,0.386,0.0,0.0,0.033
50200002500000010024260000,0.11,0.0,0.0,0.033
50200002500000010024290000,0.173,0.0,7.2,0.233
50200002500000010040020000,0.067,0.0,0.0,0.067
50200002500000010050010000,0.173,0.0,1.54,0.133
50200002500000010060010000,0.167,0.0,3.24,0.2
50200002500000010080030000,0.173,0.0,4.5,0.267
50200002500000010080060000,0.12,0.0,7.2,0.233
50200002500000010080110000,0.111,0.0,0.28,0.1
50200002500000010080120000,0.057,0.0,0.0,0.0
50200002500000010131110000,0.057,0.0,0.0,0.033
50200002500000010131130000,0.09,0.0,0.0,0.0
50200002500000010131140000,0.047,0.0,0.0,0.033
50200002500000010131210000,0.118,0.0,3.24,0.133
50200002500000010131230000,0.148,0.0,2.8,0.2
50200002500000010131310000,0.0,0.0,0.0,0.0
50200002500000010140000000,0.111,0.0,0.0,0.033
50200002500000010150000000,0.057,0.0,0.0,0.067
50200002500000010160020000,0.053,0.0,0.0,0.0
50200002500000010160030000,0.07,0.0,0.0,0.033
50200002500000010160110000,0.242,0.0,7.2,0.3
50200002500000010170010000,0.067,0.0,0.0,0.0
50200002500000010170020000,0.11,0.0,2.191,0.133
50200002500000010170030000,0.07,0.0,0.0,0.033
50200002500000010170040000,0.09,0.0,0.0,0.0
50200002500000010180000000,0.173,0.0,3.96,0.133
50200002500000010190010000,0.047,0.0,0.0,0.0
50200002500000010230000000,0.079,0.0,0.0,0.0
50200002500000010240010000,0.11,0.0,2.8,0.167
50200002500000010240030000,0.198,0.0,2.88,0.133
50200002500000010250010000,0.07,0.0,0.0,0.0
50200002500000010250020000,0.105,0.0,0.0,0.0
50200002500000010250050000,0.091,0.0,0.0,0.033
50200002500000010260210000,0.091,0.0,0.0,0.0
50200002500000010260220000,0.134,0.0,2.8,0.167
50200002500000010270010000,0.225,0.0,2.8,0.167
50200002500000010280010000,0.091,0.0,0.0,0.0
50200002500000010280040000,0.11,0.0,3.24,0.167
50200002500000010280050000,0.079,0.0,0.0,0.0
50200002500000010280060000,0.042,0.0,0.0,0.0
50200002500000010290000000,0.12,0.0,3.24,0.167
50200002500000010320000000,0.11,0.0,0.28,0.1
50200002500000010330000000,0.11,0.0,7.918,0.167
50200002500000010340000000,0.219,0.0,0.36,0.1
50200002500000010350000000,0.111,0.0,0.313,0.1
50200002600000010110020000,0.12,0.0,0.72,0.1
50200002600000010110120000,0.11,0.0,0.72,0.1
50200002600000010110130000,0.07,0.0,0.0,0.067
50200002600000010110140000,0.173,0.0,0.0,0.067
50200002600000010111110000,0.0,0.0,0.0,0.0
50200002600000010111120000,0.242,0.0,2.8,0.233
50200002600000010120020000,0.091,0.0,0.0,0.067
50200002700000010050000000,0.111,0.0,0.0,0.033
50200002700000010070120000,0.09,0.0,0.0,0.033
50200002700000010080000000,0.057,0.0,0.0,0.0
50200002700000010160010000,0.11,0.0,7.2,0.133
50200002800000010040000000,0.225,0.0,0.14,0.1
50200002800000010080020000,0.031,0.0,0.0,0.0
50200002800000010080110000,0.073,0.0,0.28,0.1
50200002800000010081210000,0.066,0.0,0.0,0.0
50200002800000010081230000,0.066,0.0,0.0,0.0
50200002800000010100010000,0.163,0.0,3.033,0.233
50200002800000010100030000,0.052,0.0,0.0,0.033
50200002800000010100040000,0.1,0.0,0.0,0.067
50200002800000010120000000,0.036,0.0,0.0,0.033
50200002800000010150000000,0.044,0.0,0.0,0.067
50200002900000010010010000,0.035,0.0,0.0,0.0
50200002900000010030030000,0.017,0.0,0.0,0.033
50200002900000010050010000,0.022,0.0,0.0,0.067
50200002900000010050030000,0.016,0.0,0.0,0.0
50200002900000010060000000,0.027,0.0,0.28,0.1
50200002900000010110010000,0.027,0.0,0.0,0.0
50200002900000010110020000,0.06,0.0,0.0,0.0
50200002900000010110030000,0.036,0.0,0.0,0.033
50200002900000010110060000,0.034,0.0,0.0,0.067
50200002900000010110430000,0.061,0.0,0.0,0.067
50200002900000010120010000,0.022,0.0,0.0,0.0
50200002900000010120210000,0.044,0.0,0.0,0.0
50200002900000010120220000,0.017,0.0,0.0,0.033
50200002900000010130020000,0.026,0.0,0.0,0.067
50200002900000010130510000,0.08,0.0,0.0,0.067
50200002900000010130530000,0.017,0.0,0.0,0.0
50200002900000010135410000,0.053,0.0,0.0,0.033
50200002900000010140030000,0.046,0.0,0.0,0.033
50200002900000010140110000,0.016,0.0,0.0,0.033
50200002900000010140120000,0.027,0.0,0.0,0.0
50200002900000010140130000,0.036,0.0,0.0,0.067
50200002900000010150000000,0.048,0.0,2.674,0.133
50200002900000010160010000,0.026,0.0,0.0,0.033
50200002900000010160050000,0.016,0.0,0.0,0.0
50200002900000010160080000,0.044,0.0,0.0,0.033
50200002900000010170000000,0.027,0.0,0.0,0.033
50200003000000010010020000,0.027,0.0,0.0,0.0
50200003000000010010120000,0.04,0.0,0.0,0.033
50200003000000010030020000,0.02,0.0,0.0,0.0
50200003000000010040000000,0.073,0.0,0.0,0.033
50200003000000010060020000,0.034,0.0,0.0,0.033
50200003000000010070030000,0.036,0.0,0.0,0.033
50200003000000010070070000,0.034,0.0,0.0,0.0
50200003000000010070080000,0.017,0.0,0.0,0.0
50200003000000010070090000,0.104,0.0,0.0,0.033
50200003000000010070610000,0.06,0.0,0.28,0.1
50200003000000010070620000,0.073,0.0,0.0,0.067
50200003000000010100130000,0.026,0.0,0.0,0.033
50200003000000010100250000,0.036,0.0,0.0,0.033
50200003000000010102100000,0.02,0.0,0.0,0.033
50200003000000010120010000,0.044,0.0,0.0,0.0
50200003000000010120250000,0.017,0.0,0.0,0.0
50200003000000010130000000,0.077,0.0,0.0,0.0
50200003000000010150030000,0.066,0.0,0.0,0.0
50200003300000010010120000,0.173,0.0,3.534,0.2
50200003300000010010310000,0.111,0.0,0.28,0.1
50200003300000010010410000,0.159,0.0,0.0,0.067
50200003300000010010420000,0.099,0.0,0.0,0.033
50200003300000010040010000,0.057,0.0,1.54,0.167
50200003300000010040030000,0.09,0.0,0.0,0.0
50200003300000010040230000,0.057,0.0,0.0,0.067
50200003300000010050010000,0.091,0.0,0.0,0.067
50200003300000010050030000,0.12,0.0,0.0,0.033
50200003300000010090010000,0.145,0.0,0.0,0.067
50200003300000010090030000,0.047,0.0,0.0,0.0
50200003300000010100000000,0.091,0.0,0.28,0.1
50200003300000010120000000,0.099,0.0,0.0,0.033
50200003300000010180020000,0.073,0.0,0.36,0.1
50200003300000010190000000,0.099,0.0,3.24,0.133
50200003300000010200000000,0.047,0.0,0.0,0.033
50200003300000010210120000,0.12,0.0,7.2,0.133
50200003300000010211130000,0.145,0.0,0.0,0.067
50200003300000010211140000,0.145,0.0,0.28,0.1
50200003300000010211150000,0.145,0.0,3.96,0.2
50200003300000010211160000,0.051,0.0,0.0,0.067
50200003300000010240000000,0.242,0.0,7.936,0.3
50200003400000010040000000,0.11,0.0,0.14,0.1
50200003600000010030010000,0.034,0.0,0.0,0.033
50200003600000010050000000,0.022,0.0,0.0,0.0
50200003600000010100010000,0.022,0.0,0.0,0.0
50200003600000010100030000,0.073,0.0,0.0,0.033
50200003600000010110000000,0.109,0.0,1.98,0.2
50200003600000010120020000,0.027,0.0,0.0,0.033
50200003600000010130020000,0.04,0.0,0.0,0.067
50200003600000010130320000,0.039,0.0,0.28,0.1
50200003600000010140010000,0.03,0.0,0.0,0.033
50200003600000010150010000,0.02,0.0,0.0,0.0
50200003600000010200010000,0.03,0.0,0.0,0.033
50200003600000010200030000,0.031,0.0,0.0,0.033
50200003600000010200040000,0.022,0.0,0.0,0.0
50200003600000010200210000,0.02,0.0,0.0,0.033
50200003600000010210010000,0.04,0.0,0.0,0.033
50200003700000010010000000,0.062,0.0,0.28,0.1
50200003700000010040020000,0.073,0.0,0.0,0.067
50200003700000010050000000,0.017,0.0,0.0,0.0
50200003700000010060000000,0.026,0.0,0.0,0.033
50200003700000010070000000,0.036,0.0,0.0,0.033
50200003700000010080000000,0.017,0.0,0.0,0.0
50200003700000010090000000,0.026,0.0,0.0,0.033
50200003700000010100000000,0.104,0.0,0.28,0.1
50200003700000010110000000,0.026,0.0,0.0,0.067
50200003700000020010000000,0.025,0.0,0.0,0.033
50200003700000020020000000,0.066,0.0,2.88,0.167
50200003700000020040000000,0.0,0.0,0.0,0.0
50200003700000020060020000,0.04,0.0,0.0,0.0
50200003700000020080000000,0.077,0.0,0.0,0.067
50200003700000020090000000,0.039,0.0,0.0,0.033
50200003700000020100020000,0.073,0.0,7.2,0.2
50200003700000020110000000,0.025,0.0,0.0,0.067
50200003700000020160000000,0.042,0.0,0.0,0.067
50200003700000040010000000,0.039,0.0,0.0,0.067
50200003700000040020000000,0.053,0.0,0.0,0.033
50200003700000040030000000,0.048,0.0,0.0,0.0
50200003700000040040000000,0.02,0.0,0.0,0.067
50200003700000040060000000,0.117,0.0,2.88,0.133
50200003700000040070000000,0.077,0.0,0.0,0.0
50220000100000010010020000,0.073,0.0,0.28,0.1
50220000100000010010030000,0.067,0.0,0.275,0.1
50220000100000010010110000,0.067,0.0,0.0,0.033
50220000100000010020010000,0.181,0.0,7.2,0.233
50220000100000010030120000,0.056,0.0,0.0,0.0
50220000100000010030220000,0.037,0.0,0.0,0.0
50220000100000010030350000,0.073,0.0,0.0,0.033
50220000100000010031110000,0.243,0.0,2.8,0.133
50220000100000010031120000,0.037,0.0,0.0,0.0
50220000100000010031130000,0.075,0.0,0.14,0.1
50220000100000010031140000,0.092,0.0,0.0,0.067
50220000100000010031150000,0.075,0.0,0.14,0.1
50220000100000010031160000,0.092,0.0,3.24,0.133
50220000100000010031170000,0.15,0.0,0.28,0.1
50220000100000010031180000,0.075,0.0,3.96,0.133
50220000100000010031190000,0.055,0.0,0.0,0.033
50220000100000010031200000,0.075,0.0,0.28,0.1
50220000100000010031220000,0.15,0.0,7.2,0.167
50220000100000010031230000,0.075,0.0,3.24,0.167
50220000100000010031240000,0.197,0.0,7.2,0.233
50220000100000010031250000,0.15,0.0,7.2,0.2
50220000100000010060010000,0.15,0.0,0.14,0.1
50220000100000010070000000,0.08,0.0,0.0,0.033
50220000100000010080000000,0.1,0.0,0.0,0.067
50220000100000010090000000,0.092,0.0,3.156,0.133
50220000100000010100010000,0.047,0.0,0.0,0.067
50220000100000010110000000,0.075,0.0,0.28,0.1
50220000100000010120010000,0.073,0.0,0.0,0.067
50220000100000010120030000,0.053,0.0,0.0,0.0
50220000100000010120050000,0.032,0.0,0.0,0.033
50220000100000010120220000,0.099,0.0,0.0,0.0
50220000100000010120230000,0.017,0.0,0.0,0.0
50220000100000010120410000,0.067,0.0,0.0,0.067
50220000100000010120430000,0.089,0.0,0.0,0.033
50220000100000010120620000,0.101,0.0,0.0,0.067
50220000100000010130000000,0.067,0.0,1.4,0.133
50220000100000010150010000,0.124,0.0,1.54,0.133
50220000100000010150020000,0.032,0.0,0.0,0.0
50220000100000010160010000,0.02,0.0,0.0,0.0
50220000100000010160020000,0.032,0.0,0.0,0.067
50220000100000010170010000,0.124,0.0,2.88,0.167
50220000100000010180040000,0.043,0.0,0.0,0.0
50220000100000010190050000,0.017,0.0,0.0,0.033
50220000100000010190060000,0.15,0.0,7.2,0.2
50220000100000010190070000,0.017,0.0,0.0,0.0
50220000100000010190080000,0.028,0.0,0.0,0.033
50220000100000010190090000,0.123,0.0,3.192,0.167
50220000100000010190120000,0.02,0.0,0.0,0.0
50220000100000010190140000,0.032,0.0,0.0,0.067
50220000100000010190150000,0.05,0.0,0.0,0.033
50220000100000010190210000,0.032,0.0,0.0,0.067
50220000100000010190220000,0.05,0.0,2.978,0.133
50220000100000010190250000,0.095,0.0,3.151,0.133
50220000100000010190310000,0.043,0.0,0.28,0.1
50220000100000010191110000,0.054,0.0,0.0,0.0
50220000100000010191120000,0.017,0.0,0.0,0.0
50220000100000010191130000,0.237,0.0,3.24,0.133
50220000100000010191140000,0.02,0.0,0.0,0.0
50220000100000010193220000,0.02,0.0,0.0,0.0
50220000100000010200000000,0.043,0.0,0.0,0.0
50220000100000010210000000,0.092,0.0,2.8,0.167
50220000100000010220040000,0.056,0.0,0.0,0.067
50220000100000010220220000,0.085,0.0,0.0,0.033
50220000100000010221110000,0.047,0.0,0.0,0.067
50220000100000010221210000,0.093,0.0,0.0,0.067
50220000100000010221220000,0.075,0.0,0.0,0.067
50220000100000010230010000,0.126,0.0,0.28,0.1
50220000100000010230030000,0.08,0.0,0.0,0.033
50220000100000010240020000,0.075,0.0,0.0,0.0
50220000100000010240030000,0.213,0.0,2.8,0.133
50220000100000010250030000,0.056,0.0,0.0,0.067
50220000100000010250220000,0.15,0.0,0.0,0.033
50220000100000010260030000,0.092,0.0,0.28,0.1
50220000100000010260040000,0.124,0.0,0.0,0.067
50220000100000010260050000,0.085,0.0,0.28,0.1
50220000100000010260060000,0.206,0.0,3.24,0.233
50220000100000010260070000,0.15,0.0,2.8,0.133
50220000100000010260080000,0.15,0.0,1.4,0.133
50220000100000010260230000,0.092,0.0,0.0,0.067
50220000200000010010020000,0.034,0.0,0.0,0.0
50220000200000010020210000,0.075,0.0,2.8,0.133
50220000200000010040000000,0.363,0.0,7.2,0.3
50220000200000010060000000,0.117,0.0,0.28,0.1
50220000200000010080020000,0.075,0.0,0.0,0.067
50220000200000010090010000,0.051,0.0,0.0,0.033
50220000200000010090020000,0.174,0.0,0.72,0.1
50220000200000010090030000,0.055,0.0,2.8,0.133
50220000200000010090040000,0.08,0.0,0.72,0.1
50220000200000010090050000,0.15,0.0,0.0,0.067
50220000200000010090060000,0.075,0.0,2.88,0.133
50220000200000010090070000,0.1,0.0,3.05,0.133
50220000200000010090100000,0.15,0.0,0.28,0.1
50220000200000010090120000,0.037,0.0,0.0,0.033
50220000200000010090130000,0.187,0.0,0.36,0.1
50220000200000010090150000,0.15,0.0,7.2,0.133
50220000200000010090160000,0.056,0.0,0.0,0.067
50220000200000010090170000,0.213,0.0,0.0,0.067
50220000200000010090180000,0.15,0.0,1.54,0.133
50220000200000010090190000,0.213,0.0,7.2,0.267
50220000200000010090200000,0.167,0.0,7.2,0.167
50220000200000010090210000,0.15,0.0,2.88,0.2
50220000200000010090230000,0.075,0.0,0.0,0.033
50220000200000010100000000,0.037,0.0,0.0,0.0
50220000200000010110000000,0.122,0.0,0.72,0.1
50220000200000010120000000,0.124,0.0,2.88,0.133
50220000200000010140000000,0.126,0.0,0.0,0.033
50220000200000010150020000,0.15,0.0,7.2,0.133
50220000200000010160000000,0.075,0.0,0.14,0.1
50220000200000010170010000,0.263,0.0,0.14,0.1
50220000200000010170330000,0.032,0.0,0.0,0.0
50220000200000010170340000,0.148,0.0,3.6,0.167
50220000200000010170350000,0.098,0.0,7.2,0.2
50220000200000010170360000,0.068,0.0,0.0,0.067
50220000200000010180000000,0.363,0.0,7.431,0.333
50220000200000010190000000,0.085,0.0,0.0,0.067
50220000200000010200000000,0.041,0.0,0.0,0.033
50220000200000010210000000,0.051,0.0,0.0,0.0
50220000200000010220030000,0.041,0.0,0.28,0.1
50220000200000010220110000,0.075,0.0,0.0,0.0
50220000200000010220210000,0.173,0.0,7.2,0.2
50220000200000010220220000,0.056,0.0,0.0,0.033
50220000200000010220230000,0.124,0.0,0.28,0.1
50220000200000010220240000,0.037,0.0,0.0,0.0
50220000200000010220250000,0.139,0.0,0.0,0.033
50220000200000010220260000,0.154,0.0,0.72,0.1
50220000200000010220270000,0.15,0.0,5.339,0.167
50220000200000010220280000,0.047,0.0,0.0,0.0
50220000200000010220290000,0.075,0.0,0.0,0.033
50220000200000010220300000,0.213,0.0,0.0,0.067
50220000200000010220320000,0.15,0.0,0.28,0.1
50220000200000010220330000,0.047,0.0,0.0,0.033
50220000200000010220340000,0.165,0.0,3.198,0.133
50220000200000010220350000,0.159,0.0,6.305,0.167
50220000200000010220360000,0.047,0.0,0.0,0.067
50220000200000010220370000,0.056,0.0,0.0,0.067
50220000200000010220380000,0.051,0.0,0.14,0.1
50220000200000010220390000,0.056,0.0,0.0,0.067
50220000200000010220400000,0.037,0.0,0.0,0.0
50220000200000010220410000,0.047,0.0,0.0,0.067
50220000200000010220420000,0.092,0.0,0.0,0.033
50220000200000010220430000,0.092,0.0,0.28,0.1
50220000200000010220440000,0.075,0.0,0.0,0.033
50220000200000010220450000,0.213,0.0,2.8,0.133
50220000200000010230020000,0.15,0.0,0.28,0.1
50220000200000010230040000,0.15,0.0,3.24,0.167
50220000200000010230050000,0.154,0.0,0.36,0.1
50220000200000010230070000,0.037,0.0,0.0,0.067
50220000200000010230080000,0.037,0.0,0.0,0.0
50220000200000010230090000,0.15,0.0,0.0,0.067
50220000200000010230100000,0.092,0.0,0.0,0.0
50220000200000010230110000,0.056,0.0,0.0,0.0
50220000200000010230120000,0.056,0.0,0.0,0.033
50220000200000010230130000,0.15,0.0,7.506,0.2
50220000200000010230140000,0.159,0.0,0.42,0.1
50220000200000010230150000,0.15,0.0,2.8,0.133
50220000200000010230160000,0.084,0.0,2.8,0.133
50220000200000010230170000,0.073,0.0,0.0,0.033
50220000200000010230180000,0.093,0.0,0.28,0.1
50220000200000010230190000,0.056,0.0,0.0,0.067
50220000200000010230200000,0.148,0.0,4.5,0.133
50220000200000010230210000,0.092,0.0,0.14,0.1
50220000200000010230310000,0.068,0.0,2.8,0.133
50220000200000010233220000,0.092,0.0,0.0,0.0
50220000200000010250000000,0.08,0.0,0.0,0.067
50220000200000010260010000,0.174,0.0,0.28,0.1
50220000200000010260310000,0.051,0.0,0.0,0.033
50220000200000010270000000,0.242,0.0,7.2,0.333
50220000200000010280000000,0.037,0.0,0.0,0.0
50220000200000010290000000,0.092,0.0,0.0,0.033
50220000200000010300000000,0.056,0.0,0.0,0.033
50220000200000010310000000,0.032,0.0,0.0,0.067
50220000200000010320000000,0.032,0.0,0.0,0.0
50220000200000010340000000,0.064,0.0,0.0,0.0
50220000200000010350120000,0.289,0.0,3.6,0.2
50220000200000010360000000,0.068,0.0,0.14,0.1
50220000200000010380000000,0.045,0.0,0.0,0.033
50220000200000010390000000,0.143,0.0,3.77,0.233
50220000200000010400000000,0.085,0.0,0.0,0.067
50220000200000010410000000,0.203,0.0,2.485,0.133
50220000200000010420000000,0.049,0.0,0.0,0.033
50220000200000010430010000,0.143,0.0,0.28,0.1
50220000200000010430020000,0.085,0.0,2.88,0.167
50220000200000010430030000,0.091,0.0,0.14,0.1
50220000200000010430050000,0.079,0.0,0.0,0.0
50220000200000010430060000,0.079,0.0,0.0,0.033
50220000200000010440010000,0.068,0.0,0.0,0.0
50220000200000010440020000,0.117,0.0,0.0,0.033
50220000200000010450000000,0.041,0.0,0.0,0.0
50220000200000010460000000,0.032,0.0,0.0,0.033
50220000200000010480030000,0.085,0.0,3.24,0.133
50220000200000010480040000,0.029,0.0,0.0,0.0
50220000200000010490010000,0.143,0.0,0.28,0.1
50220000200000010500000000,0.143,0.0,2.8,0.133
50220000200000010520010000,0.085,0.0,0.28,0.1
50220000200000010520020000,0.049,0.0,0.28,0.1
50220000200000010520040000,0.143,0.0,2.8,0.167
50220000200000010520060000,0.085,0.0,0.0,0.033
50220000200000010520070000,0.049,0.0,0.0,0.0
50220000200000010520090000,0.068,0.0,0.0,0.0
50220000200000010520100000,0.068,0.0,0.0,0.033
50220000200000010520120000,0.203,0.0,7.2,0.167
50220000200000010520130000,0.032,0.0,0.0,0.0
50220000200000010520150000,0.143,0.0,7.2,0.167
50220000200000010520160000,0.068,0.0,0.0,0.033
50220000200000010520170000,0.091,0.0,7.2,0.167
50220000200000010520190000,0.085,0.0,0.0,0.067
50220000200000010520200000,0.068,0.0,0.0,0.0
50220000200000010520210000,0.042,0.0,0.0,0.033
50220000200000010520230000,0.143,0.0,1.54,0.133
50220000200000010520240000,0.091,0.0,0.36,0.1
50220000200000010520260000,0.079,0.0,0.0,0.067
50220000300000010010030000,0.066,0.0,0.0,0.033
50220000300000010030000000,0.085,0.0,7.2,0.133
50220000300000010040020000,0.085,0.0,0.0,0.033
50220000300000010050010000,0.203,0.0,0.14,0.1
50220000300000010070000000,0.143,0.0,3.912,0.133
50220000300000010090010000,0.094,0.0,2.8,0.133
50220000300000010090020000,0.207,0.0,6.984,0.267
50220000300000010090040000,0.058,0.0,0.0,0.0
50220000300000010090510000,0.045,0.0,0.0,0.033
50220000300000010090520000,0.137,0.0,0.0,0.0
50220000300000010100000000,0.085,0.0,0.0,0.0
50220000300000010110000000,0.085,0.0,0.0,0.033
50220000300000010120020000,0.203,0.0,0.28,0.1
50220000300000010120030000,0.032,0.0,0.28,0.1
50220000300000010120040000,0.029,0.0,0.28,0.1
50220000300000010120050000,0.261,0.0,2.8,0.133
50220000300000010120060000,0.098,0.0,0.0,0.033
50220000300000010120070000,0.041,0.0,0.0,0.033
50220000300000010120080000,0.085,0.0,1.44,0.133
50220000300000010120090000,0.049,0.0,0.0,0.067
50220000300000010130010000,0.143,0.0,2.8,0.133
50220000300000010150000000,0.097,0.0,0.0,0.067
50220000300000010160000000,0.203,0.0,2.88,0.133
50220000300000010200000000,0.085,0.0,0.0,0.067
50220000300000010220000000,0.117,0.0,1.54,0.133
50220000300000010230000000,0.041,0.0,0.0,0.067
50220000300000010240000000,0.068,0.0,0.0,0.0
