site_type,site_id,name,lat,lon,ports_2026,ports_scaled,annual_kwh,peak_kw,kwh_per_port_day
public_l2,afdc_226539,Inn at Taughannock Falls - Tesla Destination,42.545,-76.598,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_227121,CORNELL STATION4,42.445,-76.481,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_229267,CORNELL STATION6,42.445,-76.481,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_229268,CORNELL STATION2,42.45,-76.479,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_229269,CORNELL STATION1,42.45,-76.478,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_229400,CORNELL STATION3,42.443,-76.479,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_229476,CORNELL STATION5,42.45,-76.479,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_230851,Village of Dryden,42.49,-76.298,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_256948,MAGUIRE IMPORTS VOLKS CLIENT,42.422,-76.517,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_302246,CORNELL CORNELLSTATION7,42.443,-76.48,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_311780,ITHACAN B,42.439,-76.496,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_311781,ITHACAN A,42.439,-76.496,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_311782,ITHACAN C,42.439,-76.496,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_311783,ITHACAN D,42.439,-76.496,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_324859,Spruce Row Campground & RV Park,42.516,-76.587,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_326300,CORNELL STATION10,42.436,-76.455,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_326305,CORNELL STATION11,42.436,-76.455,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_326306,CORNELL STATION12,42.436,-76.455,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_326447,CORNELL STATION8,42.444,-76.484,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_326448,CORNELL STATION9,42.444,-76.484,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_333805,Holiday Inn Express Ithaca,42.421,-76.518,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_333826,Ithaca Bakery,42.443,-76.509,6.0,37.693,95713.454,65.445,6.957
public_l2,afdc_334127,Kendal at Ithaca 3,42.474,-76.488,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_334240,Rodeway Inn & Suites,42.41,-76.54,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_341691,SWTCH Energy Inc.,42.437,-76.46,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_341704,SWTCH Energy Inc.,42.439,-76.46,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_341740,SWTCH Energy Inc.,42.538,-76.654,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_341778,SWTCH Energy Inc.,42.501,-76.311,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_347356,Kendal at Ithaca 2 (North Lot),42.476,-76.486,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_347357,Kendal at Ithaca 1 (South Lot),42.475,-76.485,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_347365,Best Western University Inn,42.439,-76.462,8.0,50.258,127617.939,87.26,6.957
public_l2,afdc_347945,Fairview Apartments East,42.44,-76.476,12.0,75.387,191426.909,130.89,6.957
public_l2,afdc_347946,Fairview Apartments West,42.44,-76.476,8.0,50.258,127617.939,87.26,6.957
public_l2,afdc_350529,GREENSTARCOOPER GREENSTAR 1,42.445,-76.51,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_360737,Ithaca College - Farm Pond Road - North Row,42.428,-76.496,12.0,75.387,191426.909,130.89,6.957
public_l2,afdc_360738,Ithaca College -  Terrace Hall,42.417,-76.498,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_360739,Ithaca College - Farm Pond Road - South Row,42.427,-76.496,14.0,87.951,223331.394,152.705,6.957
public_l2,afdc_372446,GREENSTARCOOPER GREENSTAR 2,42.445,-76.51,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_376246,Northside Apartments Site 1,42.445,-76.506,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_376247,Northside Apartments Site 2,42.445,-76.506,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_384284,INHS VILLAGE GROVE 6,42.536,-76.661,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_384285,INHS VILLAGE GROVE 3,42.536,-76.661,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_384286,INHS VILLAGE GROVE 2,42.536,-76.661,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_384287,INHS VILLAGE GROVE 5,42.536,-76.661,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_384288,INHS VILLAGE GROVE 4,42.536,-76.661,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_384289,INHS VILLAGE GROVE 1,42.536,-76.661,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_420749,ORLY ITHACA 1,42.432,-76.51,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_420750,ORLY ITHACA 3,42.432,-76.51,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_429747,Chrysler L2s,42.428,-76.51,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_439836,Springwater Inn,42.459,-76.428,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_447078,Village Hall,42.541,-76.661,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_452497,308 Main Street,42.586,-76.366,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_455979,Honda L2's,42.427,-76.51,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_455980,Imports L2s,42.423,-76.518,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_455983,Ford Ithaca L2s,42.435,-76.509,4.0,25.129,63808.97,43.63,6.957
public_l2,afdc_456594,HOUSE OF ALPHA STATION 1,42.456,-76.487,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_456595,HOUSE OF ALPHA STATION 2,42.456,-76.487,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_458593,ORLY ITHACA 2,42.432,-76.51,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_458594,ORLY ITHACA 4,42.432,-76.51,1.0,6.282,15952.242,10.907,6.957
public_l2,afdc_460294,FERGUSON ELEC AURORA 2,42.447,-76.509,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_460295,FERGUSON ELEC AURORA 5,42.447,-76.509,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_460296,FERGUSON ELEC AURORA 4,42.447,-76.509,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_460298,FERGUSON ELEC AURORA 1,42.447,-76.509,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_460299,FERGUSON ELEC AURORA 6,42.447,-76.509,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_462029,GT-Dryden Mutual Insurance,42.5,-76.3,6.0,37.693,95713.454,65.445,6.957
public_l2,afdc_467971,Parking Lot,42.541,-76.66,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_467972,Parking Lot,42.542,-76.666,2.0,12.564,31904.485,21.815,6.957
public_l2,afdc_468044,Parking Lot,42.436,-76.465,2.0,12.564,31904.485,21.815,6.957
dcfc,afdc_117739,Maguire Chevrolet,42.481,-76.478,1.0,6.282,520491.411,692.434,226.99
dcfc,afdc_149318,"Ithaca, NY - Tesla Supercharger",42.429,-76.509,8.0,50.258,4163931.289,5539.47,226.99
dcfc,afdc_333805,Holiday Inn Express Ithaca,42.421,-76.518,8.0,50.258,4163931.289,5539.47,226.99
dcfc,afdc_398514,Ithaca College - Athletic Center,42.422,-76.49,4.0,25.129,2081965.644,2769.735,226.99
dcfc,afdc_440986,Chrysler L3s,42.428,-76.51,2.0,12.564,1040982.822,1384.868,226.99
dcfc,afdc_447078,Village Hall,42.541,-76.661,2.0,12.564,1040982.822,1384.868,226.99
dcfc,afdc_449494,Parking Lot DCFC,42.542,-76.666,2.0,12.564,1040982.822,1384.868,226.99
dcfc,afdc_455981,Chevrolet Cadillac L3s,42.481,-76.478,3.0,18.847,1561474.233,2077.301,226.99
dcfc,afdc_455982,Ford Ithaca L3s,42.435,-76.509,4.0,25.129,2081965.644,2769.735,226.99
dcfc,afdc_455985,Chevy of Trumansburg L3's,42.533,-76.639,2.0,12.564,1040982.822,1384.868,226.99
dcfc,afdc_459357,Parking Lot DCFC,42.541,-76.66,2.0,12.564,1040982.822,1384.868,226.99
dcfc,afdc_463625,Ithaca Ford,42.435,-76.509,2.0,12.564,1040982.822,1384.868,226.99
workplace_listed,afdc_44339,Maguire Family of Dealerships,42.435,-76.509,1.0,,132870.848,131.74,
workplace_listed,afdc_157971,Maguire Family of Dealerships,42.423,-76.519,0.0,,0.0,0.0,
workplace_listed,afdc_168427,Village of Dryden,42.485,-76.297,2.0,,265741.696,263.481,
workplace_listed,afdc_168458,Tompkins-Seneca-Tioga BOCES,42.476,-76.464,4.0,,531483.391,526.962,
workplace_listed,afdc_303228,Swtch Energy,42.501,-76.31,2.0,,265741.696,263.481,
workplace_listed,chargeready_56A260F38E53CE12C012D52A07908D7966D69E4F5ECBF7043EB7681EEBF1A5E2,Dryden Mutual Insurance Company,,,6.0,,797225.087,790.443,
workplace_listed,chargeready_FE9A4C96FFF5CD08C8B5BD7CCC15E73D25CA8C3C1ECA4AA6B308C63B6D0B77BE,TST BOCES Ithaca,,,4.0,,531483.391,526.962,
workplace_listed,chargeready_498FEA00DD2D4B8B227D6D6A6B07F9F52AFE255CB81F23F2E051B39205B0D39F,Cornell Cooperative Extension Association of Tompkins County,,,2.0,,265741.696,263.481,
workplace_unlisted_parcel,parcel_50200000900000010230000000,612,42.393,-76.371,,,4989.165,4.947,
workplace_unlisted_parcel,parcel_50200000900000010070040000,442,42.395,-76.401,,,1909.979,1.894,
workplace_unlisted_parcel,parcel_50200003100000010010050000,670,42.327,-76.319,,,5552.047,5.505,
workplace_unlisted_parcel,parcel_50300101400000060010000000,613,42.458,-76.484,,,2390.47,2.37,
workplace_unlisted_parcel,parcel_50300101400000040020020000,613,42.459,-76.479,,,8960.423,8.884,
workplace_unlisted_parcel,parcel_50300100900000060010000000,612,42.466,-76.489,,,4608.574,4.569,
workplace_unlisted_parcel,parcel_50300101000000040010020000,452,42.469,-76.48,,,4821.293,4.78,
workplace_unlisted_parcel,parcel_50300101000000040010020002,465,42.469,-76.48,,,2640.265,2.618,
workplace_unlisted_parcel,parcel_50300100500000030180010000,464,42.47,-76.478,,,2058.564,2.041,
workplace_unlisted_parcel,parcel_50300100300000010010000000,633,42.475,-76.486,,,34092.003,33.802,
workplace_unlisted_parcel,parcel_50220000900000010090120000,464,42.358,-76.512,,,2023.735,2.007,
workplace_unlisted_parcel,parcel_50220001000000010050000000,614,42.359,-76.49,,,2308.453,2.289,
workplace_unlisted_parcel,parcel_50220000200000010350110000,442,42.384,-76.492,,,2695.879,2.673,
workplace_unlisted_parcel,parcel_50220000100000010250010000,710,42.381,-76.51,,,6872.741,6.814,
workplace_unlisted_parcel,parcel_50248907300000020040020000,714,42.403,-76.422,,,2251.622,2.232,
workplace_unlisted_parcel,parcel_50248905400000010090050000,440,42.461,-76.421,,,1965.031,1.948,
workplace_unlisted_parcel,parcel_50248905200000010040320000,710,42.471,-76.41,,,19102.412,18.94,
workplace_unlisted_parcel,parcel_50248905200000010041110000,440,42.472,-76.408,,,3111.206,3.085,
workplace_unlisted_parcel,parcel_50248905200000010080050000,442,42.472,-76.403,,,3841.867,3.809,
workplace_unlisted_parcel,parcel_50248905200000010080020000,442,42.471,-76.401,,,4494.068,4.456,
workplace_unlisted_parcel,parcel_50248904200000010350020000,442,42.473,-76.424,,,4027.809,3.994,
workplace_unlisted_parcel,parcel_50248904200000010350030000,440,42.474,-76.425,,,2293.847,2.274,
workplace_unlisted_parcel,parcel_50248904200000010310060000,710,42.474,-76.428,,,4542.38,4.504,
workplace_unlisted_parcel,parcel_50248904200000010310030000,661,42.475,-76.428,,,2950.356,2.925,
workplace_unlisted_parcel,parcel_50248904300000010290060000,440,42.475,-76.433,,,1895.935,1.88,
workplace_unlisted_parcel,parcel_50248904300000010330020000,642,42.477,-76.432,,,2340.754,2.321,
workplace_unlisted_parcel,parcel_50248904300000010331210000,442,42.477,-76.435,,,6151.256,6.099,
workplace_unlisted_parcel,parcel_50248903900000010010000000,712,42.497,-76.372,,,5617.586,5.57,
workplace_unlisted_parcel,parcel_50248903400000020030030000,449,42.505,-76.359,,,2791.566,2.768,
workplace_unlisted_parcel,parcel_50248903700000010100120000,613,42.499,-76.282,,,15613.517,15.481,
workplace_unlisted_parcel,parcel_50248903700000010080030000,613,42.501,-76.288,,,26135.255,25.913,
workplace_unlisted_parcel,parcel_50248903700000010101120000,613,42.5,-76.285,,,5975.613,5.925,
workplace_unlisted_parcel,parcel_50248903700000010101110000,613,42.5,-76.286,,,5999.207,5.948,
workplace_unlisted_parcel,parcel_50248903800000010260000000,612,42.502,-76.309,,,17644.087,17.494,
workplace_unlisted_parcel,parcel_50248903900000010220020000,449,42.5,-76.349,,,2067.271,2.05,
workplace_unlisted_parcel,parcel_50248903900000010220050000,440,42.497,-76.349,,,1895.748,1.88,
workplace_unlisted_parcel,parcel_50240100800100010020000000,464,42.5,-76.3,,,2929.196,2.904,
workplace_unlisted_parcel,parcel_50240101100000010080070000,449,42.491,-76.292,,,1931.326,1.915,
workplace_unlisted_parcel,parcel_50240101600000020010000000,612,42.488,-76.292,,,11133.586,11.039,
workplace_unlisted_parcel,parcel_50240101100000010090000000,651,42.492,-76.29,,,2396.837,2.376,
workplace_unlisted_parcel,parcel_50240101200000040010010000,633,42.492,-76.295,,,3691.69,3.66,
workplace_unlisted_parcel,parcel_50240100900000010060000000,452,42.495,-76.299,,,2151.535,2.133,
workplace_unlisted_parcel,parcel_50240101300000010110020000,710,42.492,-76.304,,,2265.76,2.246,
workplace_unlisted_parcel,parcel_50260000400000020070040000,710,42.461,-76.574,,,4039.138,4.005,
workplace_unlisted_parcel,parcel_50260001400000020020080000,651,42.418,-76.623,,,2293.473,2.274,
workplace_unlisted_parcel,parcel_50260000800000010100000000,612,42.449,-76.632,,,3994.384,3.96,
workplace_unlisted_parcel,parcel_50240300400000050110110000,633,42.515,-76.344,,,2215.388,2.197,
workplace_unlisted_parcel,parcel_50288903500000010250020000,442,42.552,-76.403,,,3033.496,3.008,
workplace_unlisted_parcel,parcel_50280130800000010030010000,455,42.589,-76.348,,,3833.066,3.8,
workplace_unlisted_parcel,parcel_50280130800000010010010000,715,42.591,-76.35,,,1899.212,1.883,
workplace_unlisted_parcel,parcel_50280130800000010010030000,440,42.59,-76.352,,,3138.732,3.112,
workplace_unlisted_parcel,parcel_50280110800000020370000000,612,42.584,-76.359,,,9348.599,9.269,
workplace_unlisted_parcel,parcel_50280100700000020250040000,633,42.585,-76.368,,,4495.941,4.458,
workplace_unlisted_parcel,parcel_50280100700000020250030000,633,42.585,-76.369,,,3247.152,3.22,
workplace_unlisted_parcel,parcel_50280101100000010010020000,612,42.58,-76.371,,,13213.778,13.101,
workplace_unlisted_parcel,parcel_50280100600000010310000000,652,42.59,-76.37,,,2232.054,2.213,
workplace_unlisted_parcel,parcel_50280100500000010020000000,444,42.592,-76.369,,,1914.192,1.898,
workplace_unlisted_parcel,parcel_50070013000000040050000000,690,42.419,-76.518,,,4024.064,3.99,
workplace_unlisted_parcel,parcel_50070013000000030010000000,456,42.42,-76.519,,,2012.968,1.996,
workplace_unlisted_parcel,parcel_50070012800000010060010000,452,42.421,-76.519,,,4642.373,4.603,
workplace_unlisted_parcel,parcel_50070012900000010100020000,414,42.422,-76.516,,,5296.821,5.252,
workplace_unlisted_parcel,parcel_50070008500000050010000000,612,42.437,-76.478,,,2759.077,2.736,
workplace_unlisted_parcel,parcel_50070006300000050070000000,437,42.442,-76.486,,,6741.103,6.684,
workplace_unlisted_parcel,parcel_50070006300000050020000000,482,42.442,-76.486,,,4494.349,4.456,
workplace_unlisted_parcel,parcel_50070006400000100030000000,613,42.441,-76.485,,,5873.186,5.823,
workplace_unlisted_parcel,parcel_50070006900000010040000000,482,42.44,-76.494,,,2140.955,2.123,
workplace_unlisted_parcel,parcel_50070006900000010110000000,481,42.44,-76.495,,,3980.247,3.946,
workplace_unlisted_parcel,parcel_50070006900000010070000000,482,42.44,-76.495,,,2668.353,2.646,
workplace_unlisted_parcel,parcel_50070006900000010060020000,414,42.44,-76.495,,,6972.828,6.914,
workplace_unlisted_parcel,parcel_50070006100000040050000000,650,42.441,-76.496,,,16650.524,16.509,
workplace_unlisted_parcel,parcel_50070007000000020100000000,463,42.44,-76.497,,,4477.777,4.44,
workplace_unlisted_parcel,parcel_50070007000000030150000000,463,42.44,-76.497,,,3144.35,3.118,
workplace_unlisted_parcel,parcel_50070007000000040040220000,464,42.439,-76.496,,,5426.12,5.38,
workplace_unlisted_parcel,parcel_50070007000000040040210001,437,42.439,-76.496,,,4529.646,4.491,
workplace_unlisted_parcel,parcel_50070007000000040050010000,452,42.439,-76.497,,,10080.851,9.995,
workplace_unlisted_parcel,parcel_50070007000000020050000000,464,42.44,-76.498,,,1992.37,1.975,
workplace_unlisted_parcel,parcel_50070007000000050010000000,481,42.439,-76.499,,,4774.386,4.734,
workplace_unlisted_parcel,parcel_50070007000000050230000000,652,42.439,-76.499,,,2761.98,2.738,
workplace_unlisted_parcel,parcel_50070007000000080010000000,611,42.438,-76.498,,,6463.407,6.408,
workplace_unlisted_parcel,parcel_50070007000000080110000000,642,42.438,-76.497,,,4370.201,4.333,
workplace_unlisted_parcel,parcel_50070007000000040050230000,437,42.439,-76.497,,,15758.732,15.625,
workplace_unlisted_parcel,parcel_50070007000000040040030000,414,42.439,-76.496,,,9431.458,9.351,
workplace_unlisted_parcel,parcel_50070008100000030020020000,410,42.437,-76.497,,,1945.838,1.929,
workplace_unlisted_parcel,parcel_50070008100000030010000000,662,42.437,-76.498,,,2688.015,2.665,
workplace_unlisted_parcel,parcel_50070008100000020010000000,437,42.437,-76.499,,,20838.621,20.661,
workplace_unlisted_parcel,parcel_50070008100000020010000001,464,42.437,-76.499,,,2059.781,2.042,
workplace_unlisted_parcel,parcel_50070008000000100010000000,633,42.438,-76.5,,,6802.896,6.745,
workplace_unlisted_parcel,parcel_50070007000000070040020000,414,42.438,-76.499,,,13387.362,13.273,
workplace_unlisted_parcel,parcel_50070008000000070010000000,642,42.436,-76.502,,,5137.844,5.094,
workplace_unlisted_parcel,parcel_50070010700000010030000000,642,42.433,-76.492,,,2129.065,2.111,
workplace_unlisted_parcel,parcel_50070010600000010080020000,710,42.43,-76.501,,,43333.961,42.965,
workplace_unlisted_parcel,parcel_50070010700000010010000000,612,42.434,-76.494,,,6581.751,6.526,
workplace_unlisted_parcel,parcel_50070011400000010010000000,449,42.428,-76.493,,,2008.287,1.991,
workplace_unlisted_parcel,parcel_50070010400000010010020000,452,42.431,-76.507,,,2493.646,2.472,
workplace_unlisted_parcel,parcel_50070011700000010010020000,452,42.429,-76.51,,,14103.978,13.984,
workplace_unlisted_parcel,parcel_50070011700000030010000000,485,42.429,-76.506,,,2054.538,2.037,
workplace_unlisted_parcel,parcel_50070011700000020010020000,452,42.43,-76.507,,,3870.516,3.838,
workplace_unlisted_parcel,parcel_50070012200000020020000000,431,42.427,-76.509,,,2580.157,2.558,
workplace_unlisted_parcel,parcel_50070011800000010010020000,453,42.427,-76.513,,,17909.986,17.758,
workplace_unlisted_parcel,parcel_50070011800000010020040000,452,42.429,-76.513,,,3744.308,3.712,
workplace_unlisted_parcel,parcel_50070012500000020040000000,414,42.425,-76.513,,,3595.255,3.565,
workplace_unlisted_parcel,parcel_50070012500000010010010000,452,42.425,-76.515,,,3065.61,3.04,
workplace_unlisted_parcel,parcel_50070012500000010030010000,415,42.424,-76.516,,,3007.281,2.982,
workplace_unlisted_parcel,parcel_50070011800000010020020000,453,42.431,-76.514,,,12599.683,12.492,
workplace_unlisted_parcel,parcel_50070009600000020010090000,712,42.434,-76.516,,,4154.673,4.119,
workplace_unlisted_parcel,parcel_50070007800000030020000000,449,42.436,-76.515,,,1930.296,1.914,
workplace_unlisted_parcel,parcel_50070010200000010020030000,452,42.433,-76.509,,,5458.046,5.412,
workplace_unlisted_parcel,parcel_50070009500000010010220000,454,42.435,-76.51,,,11524.477,11.426,
workplace_unlisted_parcel,parcel_50070010200000010020010000,452,42.432,-76.51,,,10490.373,10.401,
workplace_unlisted_parcel,parcel_50070009500000010010010000,431,42.435,-76.509,,,2257.333,2.238,
workplace_unlisted_parcel,parcel_50070009400000010220000000,415,42.434,-76.507,,,3687.009,3.656,
workplace_unlisted_parcel,parcel_50070007900000060080020000,452,42.436,-76.506,,,3650.401,3.619,
workplace_unlisted_parcel,parcel_50070007900000100010000000,415,42.436,-76.509,,,2220.819,2.202,
workplace_unlisted_parcel,parcel_50070007200000070100000000,455,42.438,-76.509,,,3008.592,2.983,
workplace_unlisted_parcel,parcel_50070007300000060010000000,444,42.439,-76.512,,,2084.499,2.067,
workplace_unlisted_parcel,parcel_50070007800000010010020000,710,42.437,-76.515,,,4665.03,4.625,
workplace_unlisted_parcel,parcel_50070007800000010010010000,710,42.437,-76.514,,,2164.175,2.146,
workplace_unlisted_parcel,parcel_50070005700000020010000000,612,42.44,-76.518,,,2456.664,2.436,
workplace_unlisted_parcel,parcel_50070007300000010110000000,464,42.44,-76.514,,,2870.586,2.846,
workplace_unlisted_parcel,parcel_50070004200000020050000000,710,42.445,-76.516,,,2268.756,2.249,
workplace_unlisted_parcel,parcel_50070004300000020050220000,454,42.445,-76.51,,,3276.925,3.249,
workplace_unlisted_parcel,parcel_50070005200000030060000000,456,42.444,-76.509,,,2328.77,2.309,
workplace_unlisted_parcel,parcel_50070007100000020050000000,652,42.44,-76.503,,,6058.379,6.007,
workplace_unlisted_parcel,parcel_50070006000000020080000000,612,42.442,-76.502,,,6457.227,6.402,
workplace_unlisted_parcel,parcel_50070007000000010030000000,464,42.44,-76.499,,,2552.912,2.531,
workplace_unlisted_parcel,parcel_50070006100000050110000000,463,42.441,-76.498,,,8841.05,8.766,
workplace_unlisted_parcel,parcel_50070006100000050010000000,452,42.441,-76.499,,,11001.105,10.908,
workplace_unlisted_parcel,parcel_50070006100000050100000000,414,42.441,-76.497,,,17414.234,17.266,
workplace_unlisted_parcel,parcel_50070006100000020040000000,652,42.442,-76.497,,,6753.274,6.696,
workplace_unlisted_parcel,parcel_50070006100000030140000000,464,42.442,-76.497,,,2771.81,2.748,
workplace_unlisted_parcel,parcel_50070006100000020010000000,620,42.442,-76.499,,,2147.135,2.129,
workplace_unlisted_parcel,parcel_50070004900000040050000000,620,42.443,-76.496,,,2163.707,2.145,
workplace_unlisted_parcel,parcel_50070002800000020010000000,612,42.451,-76.496,,,3488.802,3.459,
workplace_unlisted_parcel,parcel_50070002600000020080000000,482,42.45,-76.501,,,2537.276,2.516,
workplace_unlisted_parcel,parcel_50070001600000010030000000,651,42.453,-76.504,,,9344.479,9.265,
workplace_unlisted_parcel,parcel_50070001700000010010020000,465,42.452,-76.506,,,5663.369,5.615,
workplace_unlisted_parcel,parcel_50070002500000040010000000,650,42.449,-76.505,,,2555.533,2.534,
workplace_unlisted_parcel,parcel_50070003600000010040000000,456,42.448,-76.507,,,2211.082,2.192,
workplace_unlisted_parcel,parcel_50070003600000010030510000,465,42.447,-76.509,,,5996.773,5.946,
workplace_unlisted_parcel,parcel_50070002300000010010000000,455,42.451,-76.509,,,2378.111,2.358,
workplace_unlisted_parcel,parcel_50070000100000010150000000,650,42.464,-76.5,,,1872.529,1.857,
workplace_unlisted_parcel,parcel_50070000500000010010000000,612,42.455,-76.498,,,23909.474,23.706,
workplace_unlisted_parcel,parcel_50070000900000060100000000,613,42.454,-76.482,,,2049.295,2.032,
workplace_unlisted_parcel,parcel_50070003000000010010050000,613,42.449,-76.479,,,14045.368,13.926,
workplace_unlisted_parcel,parcel_50070003000000010010020000,613,42.454,-76.478,,,398180.364,394.793,
workplace_unlisted_parcel,parcel_50070003100000010010060000,613,42.447,-76.484,,,3479.626,3.45,
workplace_unlisted_parcel,parcel_50070003100000010010010000,613,42.446,-76.482,,,31711.832,31.442,
workplace_unlisted_parcel,parcel_50070003100000010010080000,613,42.447,-76.479,,,12314.871,12.21,
workplace_unlisted_parcel,parcel_50070003100000010010020000,613,42.444,-76.478,,,382696.987,379.441,
workplace_unlisted_parcel,parcel_50070006500000030010010000,613,42.443,-76.476,,,10846.902,10.755,
workplace_unlisted_parcel,parcel_50070006500000030030000000,613,42.442,-76.475,,,4790.209,4.749,
workplace_unlisted_parcel,parcel_50070012600000010020020000,652,42.424,-76.519,,,3387.404,3.359,
workplace_unlisted_parcel,parcel_50070012600000010030020000,431,42.423,-76.518,,,6480.634,6.425,
