site_type,site_id,name,lat,lon,ports_2026,ports_scaled,annual_kwh,peak_kw,kwh_per_port_day
dcfc,afdc_333805,Holiday Inn Express Ithaca,42.421,-76.518,8.0,28.205,2273193.143,2726.013,220.806
dcfc,afdc_398514,Ithaca College - Athletic Center,42.422,-76.49,4.0,14.103,1136596.572,1363.006,220.806
dcfc,afdc_440986,Chrysler L3s,42.428,-76.51,2.0,7.051,568298.286,681.503,220.806
dcfc,afdc_447078,Village Hall,42.541,-76.661,2.0,7.051,568298.286,681.503,220.806
dcfc,afdc_449494,Parking Lot DCFC,42.542,-76.666,2.0,7.051,568298.286,681.503,220.806
dcfc,afdc_455981,Chevrolet Cadillac L3s,42.481,-76.478,3.0,10.577,852447.429,1022.255,220.806
dcfc,afdc_455982,Ford Ithaca L3s,42.435,-76.509,4.0,14.103,1136596.572,1363.006,220.806
dcfc,afdc_455985,Chevy of Trumansburg L3's,42.533,-76.639,2.0,7.051,568298.286,681.503,220.806
dcfc,afdc_459357,Parking Lot DCFC,42.541,-76.66,2.0,7.051,568298.286,681.503,220.806
dcfc,afdc_463625,Ithaca Ford,42.435,-76.509,2.0,7.051,568298.286,681.503,220.806
workplace_listed,afdc_44339,Maguire Family of Dealerships,42.435,-76.509,1.0,,66173.917,61.255,
workplace_listed,afdc_157971,Maguire Family of Dealerships,42.423,-76.519,0.0,,0.0,0.0,
workplace_listed,afdc_168427,Village of Dryden,42.485,-76.297,2.0,,132347.834,122.509,
workplace_listed,afdc_168458,Tompkins-Seneca-Tioga BOCES,42.476,-76.464,4.0,,264695.669,245.018,
workplace_listed,afdc_303228,Swtch Energy,42.501,-76.31,2.0,,132347.834,122.509,
workplace_listed,chargeready_56A260F38E53CE12C012D52A07908D7966D69E4F5ECBF7043EB7681EEBF1A5E2,Dryden Mutual Insurance Company,,,6.0,,397043.503,367.528,
workplace_listed,chargeready_FE9A4C96FFF5CD08C8B5BD7CCC15E73D25CA8C3C1ECA4AA6B308C63B6D0B77BE,TST BOCES Ithaca,,,4.0,,264695.669,245.018,
