parcel,E_ev,peak_kw_p50,peak_kw_p90,prob_any_ev_charging
50070001400000050070000000,0.623,0.0,10.516,0.433
50070001400000050080000000,0.904,0.0,11.252,0.433
50070001400000050090010000,0.705,0.0,10.06,0.3
50070001400000050090020000,0.561,0.0,16.0,0.4
50070001400000050100000000,0.839,1.4,13.779,0.5
50070001400000050110000000,0.215,0.0,8.0,0.267
50070001400000050120000000,0.401,0.0,8.0,0.333
50070001400000050140000000,0.508,0.0,8.0,0.267
50070001400000050150010000,1.023,3.9,16.0,0.567
50070001400000050160000000,0.548,0.0,8.5,0.3
50070001400000050170000000,0.838,2.8,16.0,0.533
50070001400000050180000000,1.1,0.0,10.06,0.433
50070001400000050190000000,0.695,0.0,13.92,0.467
50070001400000050200000000,1.023,5.4,16.0,0.7
50070001500000010040000000,0.659,2.8,11.147,0.533
50070001500000010050000000,0.839,8.0,16.0,0.7
50070001500000010060000000,0.24,0.0,0.8,0.1
50070001500000010070000000,0.258,0.0,8.627,0.233
50070001500000010100000000,0.579,0.0,8.0,0.333
50070001500000010110000000,1.061,6.5,17.4,0.6
50070001500000010120000000,0.736,0.0,10.221,0.4
50070001500000010130000000,1.436,8.0,16.14,0.767
50070001500000020010000000,0.27,0.0,5.3,0.133
50070001500000020020000000,0.616,0.0,9.0,0.367
50070001500000020030000000,0.635,0.0,9.435,0.4
50070001500000020040000000,0.438,0.7,12.819,0.5
50070001500000020050000000,0.215,0.0,8.0,0.2
50070001500000020060000000,1.627,8.0,21.053,0.833
50070001500000020070000000,0.376,0.0,8.0,0.333
50070001500000030010000000,0.356,0.0,2.8,0.133
50070001500000030020000000,0.472,0.0,8.0,0.267
50070001500000030030000000,0.27,0.0,8.0,0.267
50070001500000030040000000,0.795,0.0,13.119,0.467
50070001500000030050000000,0.838,6.5,16.0,0.567
50070001500000030060000000,0.696,4.6,14.8,0.6
50070001500000030070000000,1.023,3.9,14.745,0.567
50070001500000030080000000,0.838,0.0,15.52,0.433
50070001500000030090000000,0.394,0.0,8.0,0.2
50070001500000030100000000,0.695,1.4,15.896,0.5
50070001500000030110000000,1.023,2.1,16.0,0.533
50070001500000030120000000,0.553,0.0,8.0,0.367
50070001500000030130000000,0.401,0.0,8.0,0.333
50070001500000030140020000,1.061,2.8,16.0,0.533
50070001500000030150000000,0.839,0.0,15.211,0.467
50070001500000040030000000,1.436,8.7,16.0,0.833
50070001500000040050000000,0.776,0.0,8.14,0.4
50070001500000040060000000,0.959,8.0,14.8,0.633
50070001500000040070000000,0.696,8.0,16.0,0.7
50070001500000040080000000,1.023,3.9,16.0,0.567
50070001500000040090000000,1.023,8.0,13.925,0.533
50070001500000040100000000,0.838,0.0,8.0,0.367
50070001500000040110000000,0.623,0.7,8.14,0.5
50070001500000040120000000,0.653,0.0,9.46,0.467
50070001500000040130000000,0.616,0.7,8.14,0.5
50070001600000010150000000,1.042,8.0,16.0,0.733
50070001800000010010000000,0.414,0.0,8.0,0.367
50070001800000020010000000,0.17,0.0,8.117,0.233
50070001800000020020000000,0.366,0.0,8.451,0.367
50070001800000020030000000,0.576,0.0,14.604,0.467
50070001800000020040000000,0.793,2.59,16.0,0.533
50070001800000020050000000,0.838,8.0,13.139,0.7
50070001800000020060000000,0.183,0.0,8.0,0.233
50070001800000020070000000,0.395,0.0,9.681,0.333
50070001800000020080010000,0.261,0.0,8.0,0.333
50070001800000020090000000,0.578,6.5,16.0,0.533
50070001800000020100000000,0.727,0.0,15.363,0.4
50070001800000030010000000,0.944,4.6,15.64,0.6
50070001900000010010000000,0.329,0.0,8.0,0.3
50070001900000010020000000,0.285,0.0,8.0,0.2
50070001900000010030000000,0.136,0.0,5.3,0.133
50070001900000010040000000,0.347,0.0,8.0,0.333
50070001900000020010000000,0.865,5.4,16.0,0.6
50070001900000020020000000,0.285,0.0,8.0,0.2
50070001900000020040020000,0.329,0.0,5.3,0.233
50070001900000030010000000,0.285,0.0,8.0,0.3
50070001900000030040000000,0.171,0.0,3.32,0.167
50070001900000030050000000,0.594,0.0,8.773,0.367
50070001900000040010000000,0.264,0.0,8.0,0.233
50070001900000040020000000,1.031,8.0,16.0,0.7
50070001900000040030000000,0.809,1.4,16.0,0.5
50070001900000040040020000,0.705,0.0,8.0,0.467
50070001900000040050000000,0.264,0.0,8.507,0.233
50070001900000040060020000,0.371,0.0,8.0,0.2
50070001900000040060030000,0.861,5.4,14.375,0.6
50070001900000040070030000,1.349,8.0,17.21,0.833
50070001900000040070040000,1.347,8.0,16.0,0.533
50070001900000040070050000,0.581,0.0,14.2,0.467
50070002000000010010000000,0.148,0.0,5.3,0.167
50070002000000010020000000,0.547,0.0,8.14,0.367
50070002000000010030000000,0.224,0.0,8.0,0.2
50070002000000010040000000,0.189,0.0,0.0,0.067
50070002000000020010000000,0.951,5.4,16.0,0.533
50070002000000020030020000,1.136,8.0,16.0,0.667
50070002000000020030040000,0.951,8.0,16.0,0.6
50070002000000020030060000,0.978,8.0,13.951,0.667
50070002000000020030070000,0.736,8.0,16.14,0.667
50070002000000020030080000,0.796,0.0,10.757,0.433
50070002000000020030090000,0.658,0.0,16.0,0.467
50070002000000020030110000,0.584,1.4,14.2,0.5
50070002000000020040000000,1.392,8.0,17.76,0.7
50070002000000020060000000,1.163,8.0,16.513,0.7
50070002000000020080000000,0.951,6.5,14.44,0.6
50070002000000020090000000,0.994,8.0,14.675,0.667
50070002000000030010050000,0.658,0.0,15.757,0.433
50070002000000030010070000,0.6,2.8,16.0,0.533
50070002000000030010080000,0.845,8.0,14.44,0.667
50070002000000030020020000,0.581,0.0,8.0,0.4
50070002100000010010000000,0.584,0.0,9.685,0.367
50070002100000010020000000,1.575,9.4,17.727,0.833
50070002100000020010000000,0.264,0.0,4.927,0.167
50070002100000020020000000,0.98,0.7,15.76,0.5
50070002100000020030000000,1.109,2.8,14.773,0.6
50070002100000020050000000,1.348,9.4,16.324,0.7
50070002100000020060000000,1.391,8.0,16.0,0.733
50070002100000020070000000,1.092,8.0,12.664,0.567
50070002100000020080000000,0.74,0.0,16.0,0.4
50070002100000030010000000,0.183,0.0,0.0,0.067
50070002100000030020000000,0.183,0.0,8.0,0.2
50070002100000030030000000,0.333,0.0,8.0,0.3
50070002100000030040000000,0.395,0.0,8.14,0.267
50070002100000030060000000,0.207,0.0,0.14,0.1
50070002100000030080000000,0.691,1.4,9.713,0.5
50070002100000030090000000,1.087,8.0,16.0,0.667
50070002100000040030000000,0.24,0.0,0.8,0.1
50070002100000040040020000,0.427,0.0,8.0,0.3
50070002100000040050000000,0.366,0.0,8.0,0.367
50070002500000030010010000,0.146,0.0,1.76,0.133
50070002500000030010210000,0.0,0.0,0.0,0.0
50070002500000040020010000,0.34,0.0,0.8,0.1
50070002500000040030000000,0.293,0.0,0.5,0.1
50070002600000010010000000,0.623,0.0,15.52,0.367
50070002600000010020000000,0.814,6.5,16.0,0.667
50070002600000010030000000,1.426,8.0,17.4,0.733
50070002600000010040000000,0.776,5.4,16.0,0.567
50070002600000010050000000,1.023,2.8,14.8,0.6
50070002600000010060000000,0.401,0.0,8.0,0.267
50070002600000010070000000,0.43,0.0,9.498,0.467
50070002600000010080000000,0.539,0.0,3.32,0.233
50070002600000010090000000,0.27,0.0,0.8,0.1
50070002600000010100000000,0.401,0.0,8.0,0.3
50070002600000010110000000,0.472,0.0,11.38,0.367
50070002600000010120000000,0.739,0.0,16.0,0.4
50070002600000010130000000,0.401,0.0,8.0,0.367
50070002600000010140000000,0.637,8.0,14.8,0.7
50070002600000020010000000,0.215,0.0,8.0,0.2
50070002600000020020000000,0.215,0.0,8.0,0.333
50070002600000020030000000,0.438,0.0,8.0,0.3
50070002600000020040000000,0.401,0.0,8.0,0.333
50070002600000020050000000,0.438,0.0,8.0,0.333
50070002600000020060000000,0.401,0.0,8.0,0.233
50070002600000020070000000,0.237,0.0,0.0,0.033
50070002600000020080000000,0.9,0.0,8.657,0.4
50070002600000030010000000,0.553,0.0,8.14,0.367
50070002600000030020000000,0.553,0.7,11.013,0.5
50070002600000030030000000,1.067,8.0,16.0,0.8
50070002600000030040000000,1.252,8.0,16.14,0.667
50070002600000030050000000,0.553,3.807,11.575,0.533
50070002600000030060000000,0.258,0.0,5.0,0.133
50070002600000030070000000,0.268,0.0,8.175,0.167
50070002600000030080000000,0.237,0.0,5.3,0.133
50070002600000030090000000,0.697,0.7,10.585,0.5
50070002600000030120000000,0.776,2.8,8.14,0.567
50070002600000030140000000,0.659,3.9,11.267,0.533
50070002600000030150000000,0.356,0.0,8.0,0.233
50070002600000030160000000,0.705,0.0,13.32,0.367
50070002600000030170000000,0.237,0.0,8.0,0.167
50070002600000030180000000,0.356,0.0,10.357,0.267
50070002600000030190000000,0.55,0.0,10.493,0.433
50070002600000030200000000,1.245,8.0,16.0,0.7
50070002600000050010000000,1.245,8.0,16.0,0.767
50070002600000050020000000,1.252,2.1,16.0,0.567
50070002600000050030000000,1.061,3.9,16.0,0.6
50070002600000050040000000,0.616,0.0,8.115,0.433
50070002600000050050000000,0.473,0.0,8.28,0.3
50070002600000050060000000,0.623,0.0,9.504,0.467
50070002600000050070000000,1.023,8.0,16.0,0.6
50070002600000050080000000,0.401,0.0,8.287,0.367
50070002600000050090000000,0.24,0.0,3.32,0.167
50070002600000050110020000,1.436,8.0,16.0,0.933
50070002600000050120000000,0.904,0.0,10.832,0.467
50070002600000050130000000,0.971,8.0,16.0,0.6
50070002600000050140000000,0.539,0.0,8.36,0.267
50070002600000050150000000,0.589,0.0,8.773,0.367
50070002600000050160000000,0.473,0.0,8.033,0.267
50070002600000050170000000,1.61,8.961,21.212,0.833
50070002700000010010000000,0.237,0.0,1.76,0.133
50070002700000010020000000,0.356,0.0,5.3,0.233
50070002700000010030000000,0.438,0.0,8.0,0.2
50070002700000010060000000,1.032,8.0,16.0,0.567
50070002700000010070000000,0.749,0.7,8.0,0.5
50070002700000010080000000,0.698,0.0,10.06,0.467
50070002700000010090000000,0.517,0.0,15.003,0.467
50070002700000010100000000,0.237,0.0,8.0,0.167
50070002700000010110000000,0.401,0.0,8.0,0.2
50070002700000010120000000,0.653,0.0,10.972,0.467
50070002700000010130000000,0.925,8.0,15.896,0.667
50070002700000010140000000,0.237,0.0,8.333,0.233
50070002700000010150010000,1.061,6.5,16.0,0.6
50070002700000010150020000,0.201,0.0,0.0,0.067
50070002700000020010000000,0.544,0.0,12.535,0.433
50070002700000020020000000,0.881,1.4,16.0,0.5
50070002700000020030000000,0.401,0.0,8.0,0.2
50070002700000020040000000,0.294,0.0,12.547,0.267
50070002700000020050000000,0.653,0.0,8.595,0.433
50070002700000020060000000,0.695,2.8,14.149,0.633
50070002700000020070000000,0.695,2.8,8.0,0.533
50070002700000020080000000,1.023,5.7,15.28,0.733
50070002700000020090000000,0.589,0.0,9.674,0.467
50070002700000020100000000,0.356,0.0,0.8,0.1
50070002700000020110000000,0.548,0.0,12.72,0.333
50070002700000020120000000,1.245,8.576,16.0,0.667
50070002700000020140000000,0.342,0.0,8.328,0.133
50070002700000020150000000,0.777,0.0,15.4,0.4
