src_year,month,day,hour_ending,t_drybulb_c,rh_pct,ghi_wh_m2,wind_ms,hour_of_year,hour
2015,4,7,16,8.2,67,169,1.5,2319,15
2015,4,7,17,9.0,61,122,1.5,2320,16
2015,4,7,18,7.0,85,67,0.0,2321,17
2015,4,7,19,7.0,86,28,0.0,2322,18
2015,4,7,20,6.5,86,3,0.0,2323,19
2015,4,7,21,6.0,83,0,0.0,2324,20
2015,4,7,22,5.4,79,0,0.0,2325,21
2015,4,7,23,4.4,72,0,2.1,2326,22
2015,4,7,24,3.3,69,0,0.0,2327,23
2015,4,8,1,3.0,68,0,0.0,2328,0
2015,4,8,2,4.3,74,0,0.0,2329,1
2015,4,8,3,4.4,86,0,2.1,2330,2
2015,4,8,4,4.4,93,0,4.1,2331,3
2015,4,8,5,4.0,93,0,3.6,2332,4
2015,4,8,6,4.0,93,0,3.6,2333,5
2015,4,8,7,3.8,89,0,4.1,2334,6
2015,4,8,8,3.8,86,18,5.7,2335,7
2015,4,8,9,3.3,92,50,4.6,2336,8
2015,4,8,10,3.3,92,72,5.1,2337,9
2015,4,8,11,3.8,89,89,5.7,2338,10
2015,4,8,12,3.8,89,118,7.2,2339,11
2015,4,8,13,4.4,86,130,7.2,2340,12
2015,4,8,14,4.4,82,172,11.3,2341,13
2015,4,8,15,5.5,76,194,7.7,2342,14
2015,4,8,16,4.4,82,204,4.1,2343,15
2015,4,8,17,4.4,89,178,5.1,2344,16
2015,4,8,18,3.8,89,78,5.1,2345,17
2015,4,8,19,3.3,89,19,6.2,2346,18
2015,4,8,20,3.3,85,1,7.2,2347,19
2015,4,8,21,3.3,85,0,6.7,2348,20
2015,4,8,22,3.3,82,0,5.7,2349,21
2015,4,8,23,3.0,87,0,6.2,2350,22
2015,4,8,24,3.3,85,0,6.2,2351,23
2015,4,9,1,2.7,89,0,5.7,2352,0
2015,4,9,2,2.7,89,0,4.1,2353,1
2015,4,9,3,2.7,89,0,4.1,2354,2
2015,4,9,4,2.7,89,0,3.6,2355,3
2015,4,9,5,2.7,89,0,2.6,2356,4
2015,4,9,6,3.0,87,0,3.6,2357,5
2015,4,9,7,2.7,97,0,5.1,2358,6
2015,4,9,8,3.3,96,29,4.6,2359,7
2015,4,9,9,2.9,93,64,5.7,2360,8
2015,4,9,10,4.4,93,114,6.2,2361,9
2015,4,9,11,5.0,89,154,4.1,2362,10
2015,4,9,12,5.5,86,202,6.2,2363,11
2015,4,9,13,6.6,82,231,6.7,2364,12
2015,4,9,14,7.2,79,289,7.2,2365,13
2015,4,9,15,7.2,76,352,6.7,2366,14
2015,4,9,16,6.6,79,292,7.2,2367,15
2015,4,9,17,6.6,79,173,6.2,2368,16
2015,4,9,18,5.5,89,83,7.7,2369,17
2015,4,9,19,5.0,92,28,7.7,2370,18
2015,4,9,20,5.0,89,2,6.7,2371,19
2015,4,9,21,4.0,93,0,9.8,2372,20
2015,4,9,22,3.8,93,0,8.2,2373,21
2015,4,9,23,3.8,93,0,10.3,2374,22
2015,4,9,24,3.8,93,0,8.2,2375,23
2015,4,10,1,4.4,93,0,8.8,2376,0
2015,4,10,2,4.0,93,0,10.3,2377,1
2015,4,10,3,5.0,89,0,8.2,2378,2
2015,4,10,4,5.0,89,0,6.2,2379,3
2015,4,10,5,5.0,89,0,7.7,2380,4
2015,4,10,6,5.0,87,0,8.2,2381,5
2015,4,10,7,6.1,89,16,7.7,2382,6
2015,4,10,8,5.4,86,61,9.8,2383,7
2015,4,10,9,5.7,93,101,6.7,2384,8
2015,4,10,10,7.7,93,165,8.2,2385,9
2015,4,10,11,8.3,93,178,7.2,2386,10
2015,4,10,12,8.8,93,176,6.2,2387,11
2015,4,10,13,9.0,93,251,5.7,2388,12
2015,4,10,14,13.3,80,326,4.6,2389,13
2015,4,10,15,13.3,87,336,5.1,2390,14
2015,4,10,16,13.0,88,237,7.7,2391,15
2015,4,10,17,12.7,75,180,4.1,2392,16
2015,4,10,18,12.2,64,167,6.2,2393,17
2015,4,10,19,9.4,68,80,4.6,2394,18
2015,4,10,20,8.3,65,10,5.1,2395,19
2015,4,10,21,8.3,63,0,6.2,2396,20
2015,4,10,22,7.7,63,0,4.6,2397,21
2015,4,10,23,7.2,62,0,4.1,2398,22
2015,4,10,24,6.6,68,0,3.6,2399,23
2015,4,11,1,6.6,73,0,2.1,2400,0
2015,4,11,2,5.5,79,0,2.1,2401,1
2015,4,11,3,5.5,76,0,4.6,2402,2
2015,4,11,4,6.0,75,0,4.1,2403,3
2015,4,11,5,5.3,85,0,6.7,2404,4
2015,4,11,6,3.0,87,0,5.1,2405,5
2015,4,11,7,2.7,79,35,7.2,2406,6
2015,4,11,8,2.7,75,130,7.7,2407,7
2015,4,11,9,3.3,72,248,7.7,2408,8
2015,4,11,10,4.4,72,322,6.7,2409,9
2015,4,11,11,5.4,69,374,8.2,2410,10
2015,4,11,12,5.7,67,421,6.2,2411,11
2015,4,11,13,6.0,67,430,6.7,2412,12
2015,4,11,14,5.9,64,388,6.7,2413,13
2015,4,11,15,5.0,61,327,6.2,2414,14
2015,4,11,16,5.5,59,280,6.7,2415,15
2015,4,11,17,6.6,55,246,5.1,2416,16
2015,4,11,18,6.1,54,193,5.7,2417,17
2015,4,11,19,6.2,49,87,2.6,2418,18
2015,4,11,20,4.8,56,12,0.0,2419,19
2015,4,11,21,4.1,58,0,0.0,2420,20
2015,4,11,22,3.4,61,0,0.0,2421,21
2015,4,11,23,2.2,67,0,0.0,2422,22
2015,4,11,24,2.0,69,0,0.0,2423,23
2015,4,12,1,1.4,72,0,0.0,2424,0
2015,4,12,2,1.1,91,0,0.0,2425,1
2015,4,12,3,1.1,73,0,0.0,2426,2
2015,4,12,4,0.8,74,0,2.1,2427,3
2015,4,12,5,0.4,75,0,2.6,2428,4
2015,4,12,6,0.6,100,0,2.1,2429,5
2015,4,12,7,0.6,89,72,2.1,2430,6
2015,4,12,8,2.5,67,234,0.0,2431,7
2015,4,12,9,5.6,50,431,0.0,2432,8
2015,4,12,10,9.2,55,612,2.6,2433,9
2015,4,12,11,13.3,33,756,1.5,2434,10
2015,4,12,12,13.8,34,851,1.5,2435,11
2015,4,12,13,16.1,29,888,3.1,2436,12
2015,4,12,14,17.2,28,864,2.6,2437,13
2015,4,12,15,18.3,24,782,1.5,2438,14
2015,4,12,16,18.8,21,647,0.0,2439,15
2015,4,12,17,18.8,19,472,0.0,2440,16
2015,4,12,18,18.3,31,277,2.1,2441,17
2015,4,12,19,14.4,31,101,2.1,2442,18
2015,4,12,20,14.6,44,12,2.6,2443,19
2015,4,12,21,10.5,40,0,3.6,2444,20
2015,4,12,22,11.6,37,0,2.6,2445,21
2015,4,12,23,10.5,46,0,4.1,2446,22
2015,4,12,24,10.5,46,0,5.1,2447,23
2015,4,13,1,10.0,50,0,3.6,2448,0
2015,4,13,2,9.4,52,0,4.1,2449,1
2015,4,13,3,9.4,52,0,3.6,2450,2
2015,4,13,4,6.9,50,0,3.6,2451,3
2015,4,13,5,6.2,66,0,3.6,2452,4
2015,4,13,6,8.5,47,0,4.1,2453,5
2015,4,13,7,8.4,46,39,4.1,2454,6
2015,4,13,8,9.1,57,139,5.1,2455,7
2015,4,13,9,10.5,55,323,4.6,2456,8
2015,4,13,10,14.1,48,556,5.1,2457,9
2015,4,13,11,19.4,33,710,5.7,2458,10
2015,4,13,12,21.6,31,795,4.1,2459,11
2015,4,13,13,23.8,30,849,6.2,2460,12
2015,4,13,14,25.0,29,828,9.8,2461,13
2015,4,13,15,25.0,30,696,9.3,2462,14
2015,4,13,16,23.8,32,539,6.2,2463,15
2015,4,13,17,23.8,33,397,9.8,2464,16
2015,4,13,18,23.3,49,229,7.2,2465,17
2015,4,13,19,21.1,42,84,6.7,2466,18
2015,4,13,20,20.0,47,10,6.7,2467,19
2015,4,13,21,20.0,48,0,7.7,2468,20
2015,4,13,22,19.0,60,0,5.1,2469,21
2015,4,13,23,15.0,88,0,0.0,2470,22
2015,4,13,24,15.4,93,0,6.7,2471,23
2015,4,14,1,12.9,93,0,4.1,2472,0
2015,4,14,2,11.1,89,0,0.0,2473,1
2015,4,14,3,10.9,93,0,0.0,2474,2
2015,4,14,4,9.6,86,0,2.1,2475,3
2015,4,14,5,8.1,92,0,1.5,2476,4
2015,4,14,6,6.3,100,0,0.0,2477,5
2015,4,14,7,6.6,97,76,0.0,2478,6
2015,4,14,8,7.3,85,238,1.5,2479,7
2015,4,14,9,8.6,54,435,0.0,2480,8
2015,4,14,10,11.3,33,610,2.1,2481,9
2015,4,14,11,15.0,28,703,6.7,2482,10
2015,4,14,12,14.4,37,669,5.7,2483,11
2015,4,14,13,16.1,35,574,5.1,2484,12
2015,4,14,14,15.5,35,597,4.1,2485,13
2015,4,14,15,15.5,32,555,5.1,2486,14
2015,4,14,16,15.0,36,361,2.6,2487,15
2015,4,14,17,13.8,31,218,1.5,2488,16
2015,4,14,18,12.7,33,120,2.6,2489,17
2015,4,14,19,11.1,39,47,2.1,2490,18
2015,4,14,20,10.0,40,7,0.0,2491,19
2015,4,14,21,10.6,43,0,0.0,2492,20
2015,4,14,22,10.5,34,0,0.0,2493,21
2015,4,14,23,8.3,43,0,0.0,2494,22
2015,4,14,24,8.2,40,0,0.0,2495,23
2015,4,15,1,6.3,46,0,0.0,2496,0
2015,4,15,2,5.2,51,0,0.0,2497,1
2015,4,15,3,4.5,52,0,0.0,2498,2
2015,4,15,4,4.3,52,0,0.0,2499,3
2015,4,15,5,3.5,50,0,0.0,2500,4
2015,4,15,6,4.8,49,0,0.0,2501,5
2015,4,15,7,5.0,58,84,2.1,2502,6
2015,4,15,8,7.2,46,257,4.6,2503,7
2015,4,15,9,8.8,41,458,4.6,2504,8
2015,4,15,10,10.5,38,636,4.1,2505,9
2015,4,15,11,11.1,39,777,5.1,2506,10
2015,4,15,12,12.7,35,870,5.7,2507,11
2015,4,15,13,13.8,29,906,4.6,2508,12
2015,4,15,14,13.8,29,875,6.7,2509,13
2015,4,15,15,13.8,28,784,4.6,2510,14
2015,4,15,16,13.8,27,653,5.1,2511,15
2015,4,15,17,12.7,27,487,5.1,2512,16
2015,4,15,18,11.6,31,293,4.6,2513,17
2015,4,15,19,9.4,34,111,2.6,2514,18
2015,4,15,20,7.7,44,15,2.1,2515,19
2015,4,15,21,6.6,50,0,2.1,2516,20
2015,4,15,22,6.6,52,0,0.0,2517,21
2015,4,15,23,6.0,52,0,1.5,2518,22
2015,4,15,24,5.5,55,0,0.0,2519,23
2015,4,16,1,3.5,64,0,2.6,2520,0
2015,4,16,2,2.6,74,0,2.6,2521,1
2015,4,16,3,2.5,71,0,3.6,2522,2
2015,4,16,4,1.6,79,0,2.6,2523,3
2015,4,16,5,1.4,79,0,2.6,2524,4
2015,4,16,6,1.4,78,0,3.1,2525,5
2015,4,16,7,2.1,60,71,3.1,2526,6
2015,4,16,8,3.8,60,218,3.1,2527,7
2015,4,16,9,6.4,49,402,7.2,2528,8
2015,4,16,10,10.3,29,565,5.1,2529,9
2015,4,16,11,16.6,22,684,6.2,2530,10
2015,4,16,12,18.3,18,766,7.7,2531,11
2015,4,16,13,20.0,19,822,5.1,2532,12
2015,4,16,14,21.1,19,830,7.2,2533,13
2015,4,16,15,21.1,15,740,7.2,2534,14
2015,4,16,16,19.4,18,581,7.7,2535,15
2015,4,16,17,18.3,21,355,6.7,2536,16
2015,4,16,18,16.6,24,147,5.7,2537,17
2015,4,16,19,16.1,25,45,5.1,2538,18
2015,4,16,20,15.5,28,6,4.6,2539,19
2015,4,16,21,14.4,34,0,5.7,2540,20
2015,4,16,22,15.5,47,0,6.7,2541,21
2015,4,16,23,12.2,52,0,3.6,2542,22
2015,4,16,24,11.6,59,0,5.1,2543,23
2015,4,17,1,11.6,66,0,5.1,2544,0
2015,4,17,2,12.0,67,0,2.6,2545,1
2015,4,17,3,11.1,83,0,3.1,2546,2
2015,4,17,4,11.0,87,0,2.6,2547,3
2015,4,17,5,11.0,87,0,2.1,2548,4
2015,4,17,6,11.0,87,0,2.6,2549,5
2015,4,17,7,11.1,89,7,2.6,2550,6
2015,4,17,8,11.6,90,34,3.1,2551,7
2015,4,17,9,12.2,89,91,2.1,2552,8
2015,4,17,10,12.5,89,133,2.6,2553,9
2015,4,17,11,12.7,88,143,3.1,2554,10
2015,4,17,12,13.0,88,179,3.6,2555,11
2015,4,17,13,12.0,94,272,3.6,2556,12
2015,4,17,14,14.0,82,252,3.6,2557,13
2015,4,17,15,14.5,79,184,3.6,2558,14
2015,4,17,16,15.0,77,206,3.6,2559,15
2015,4,17,17,16.0,68,251,3.6,2560,16
2015,4,17,18,16.0,63,223,3.6,2561,17
2015,4,17,19,13.0,74,94,2.5,2562,18
2015,4,17,20,13.5,87,15,1.5,2563,19
2015,4,17,21,12.4,71,0,0.0,2564,20
2015,4,17,22,8.9,81,0,1.5,2565,21
2015,4,17,23,10.6,78,0,0.0,2566,22
2015,4,17,24,10.2,77,0,0.9,2567,23
2015,4,18,1,9.5,77,0,1.4,2568,0
2015,4,18,2,8.9,78,0,0.0,2569,1
2015,4,18,3,8.4,79,0,0.5,2570,2
2015,4,18,4,7.6,100,0,0.5,2571,3
2015,4,18,5,6.6,100,0,0.5,2572,4
2015,4,18,6,6.6,100,0,1.5,2573,5
2015,4,18,7,7.0,100,88,0.0,2574,6
2015,4,18,8,8.4,72,255,4.1,2575,7
2015,4,18,9,11.1,78,447,3.1,2576,8
2015,4,18,10,15.1,60,622,4.1,2577,9
2015,4,18,11,21.0,30,762,5.2,2578,10
2015,4,18,12,23.0,33,854,6.2,2579,11
2015,4,18,13,23.0,26,833,8.8,2580,12
2015,4,18,14,20.0,37,789,7.7,2581,13
2015,4,18,15,19.0,37,756,7.7,2582,14
2015,4,18,16,18.0,32,648,7.2,2583,15
2015,4,18,17,17.0,27,491,6.7,2584,16
2015,4,18,18,16.0,28,301,5.7,2585,17
2015,4,18,19,13.0,27,119,3.6,2586,18
2015,4,18,20,11.0,39,18,2.6,2587,19
2015,4,18,21,11.0,39,0,1.5,2588,20
2015,4,18,22,11.1,34,0,2.7,2589,21
2015,4,18,23,6.9,46,0,0.8,2590,22
2015,4,18,24,8.2,50,0,1.4,2591,23
2015,4,19,1,7.1,56,0,1.6,2592,0
2015,4,19,2,6.6,62,0,0.0,2593,1
2015,4,19,3,6.1,67,0,0.0,2594,2
2015,4,19,4,5.1,58,0,0.0,2595,3
2015,4,19,5,3.7,63,0,0.0,2596,4
2015,4,19,6,2.6,70,0,0.0,2597,5
2015,4,19,7,3.0,64,96,0.0,2598,6
2015,4,19,8,5.3,52,271,1.5,2599,7
2015,4,19,9,7.0,45,468,4.1,2600,8
2015,4,19,10,9.1,47,647,4.1,2601,9
2015,4,19,11,13.0,29,772,2.6,2602,10
2015,4,19,12,15.5,31,831,2.8,2603,11
2015,4,19,13,18.0,28,853,3.1,2604,12
2015,4,19,14,18.0,26,845,3.6,2605,13
2015,4,19,15,19.0,25,790,5.1,2606,14
2015,4,19,16,20.0,24,660,5.7,2607,15
2015,4,19,17,19.0,25,456,5.1,2608,16
2015,4,19,18,18.0,23,239,4.6,2609,17
2015,4,19,19,17.0,33,80,4.1,2610,18
2015,4,19,20,16.0,28,11,5.1,2611,19
2015,4,19,21,15.0,33,0,5.7,2612,20
2015,4,19,22,15.7,29,0,7.5,2613,21
2015,4,19,23,12.0,38,0,6.3,2614,22
2015,4,19,24,11.0,42,0,7.5,2615,23
2015,4,20,1,10.6,46,0,8.3,2616,0
2015,4,20,2,7.5,50,0,7.3,2617,1
2015,4,20,3,6.4,55,0,7.9,2618,2
2015,4,20,4,5.9,60,0,8.6,2619,3
2015,4,20,5,5.8,65,0,9.2,2620,4
2015,4,20,6,8.0,71,0,9.8,2621,5
2015,4,20,7,8.0,87,5,8.2,2622,6
2015,4,20,8,8.0,93,15,4.6,2623,7
2015,4,20,9,7.8,87,32,9.3,2624,8
2015,4,20,10,8.6,82,52,8.8,2625,9
2015,4,20,11,10.2,67,95,7.7,2626,10
2015,4,20,12,10.8,67,138,8.2,2627,11
2015,4,20,13,11.6,65,177,7.7,2628,12
2015,4,20,14,11.9,85,328,7.2,2629,13
2015,4,20,15,12.7,64,419,6.2,2630,14
2015,4,20,16,13.0,68,322,9.3,2631,15
2015,4,20,17,15.0,77,206,6.2,2632,16
2015,4,20,18,15.0,77,114,7.2,2633,17
2015,4,20,19,15.0,77,44,5.1,2634,18
2015,4,20,20,14.0,82,8,6.2,2635,19
2015,4,20,21,14.0,82,0,4.1,2636,20
2015,4,20,22,14.1,69,0,5.8,2637,21
2015,4,20,23,11.0,78,0,5.0,2638,22
2015,4,20,24,9.9,78,0,6.4,2639,23
2015,4,21,1,9.3,76,0,6.8,2640,0
2015,4,21,2,8.9,76,0,6.5,2641,1
2015,4,21,3,10.4,74,0,6.9,2642,2
2015,4,21,4,6.9,73,0,7.7,2643,3
2015,4,21,5,6.5,72,0,8.1,2644,4
2015,4,21,6,8.0,93,0,9.4,2645,5
2015,4,21,7,8.0,93,43,1.5,2646,6
2015,4,21,8,9.0,81,176,4.1,2647,7
2015,4,21,9,9.0,61,400,4.6,2648,8
2015,4,21,10,10.0,54,545,5.1,2649,9
2015,4,21,11,12.0,40,668,5.7,2650,10
2015,4,21,12,13.0,35,785,5.7,2651,11
2015,4,21,13,13.0,32,828,3.6,2652,12
2015,4,21,14,13.0,32,779,5.1,2653,13
2015,4,21,15,13.0,29,602,6.7,2654,14
2015,4,21,16,11.0,33,495,5.1,2655,15
2015,4,21,17,11.0,31,396,2.6,2656,16
2015,4,21,18,11.0,43,208,2.6,2657,17
2015,4,21,19,9.0,49,73,5.1,2658,18
2015,4,21,20,7.0,66,15,0.0,2659,19
2015,4,21,21,7.0,61,0,3.1,2660,20
2015,4,21,22,7.2,55,0,4.6,2661,21
2015,4,21,23,5.4,60,0,4.3,2662,22
2015,4,21,24,7.1,62,0,5.7,2663,23
2015,4,22,1,4.6,63,0,5.7,2664,0
2015,4,22,2,4.5,65,0,6.0,2665,1
2015,4,22,3,5.2,66,0,6.1,2666,2
2015,4,22,4,5.0,67,0,7.0,2667,3
2015,4,22,5,3.9,69,0,7.1,2668,4
2015,4,22,6,6.0,70,0,9.0,2669,5
2015,4,22,7,6.0,75,76,2.1,2670,6
2015,4,22,8,7.0,70,209,2.6,2671,7
2015,4,22,9,6.0,81,272,3.1,2672,8
2015,4,22,10,5.0,87,332,4.1,2673,9
2015,4,22,11,6.0,81,402,3.6,2674,10
2015,4,22,12,7.0,58,467,3.1,2675,11
2015,4,22,13,9.0,51,546,3.6,2676,12
2015,4,22,14,11.0,62,519,4.1,2677,13
2015,4,22,15,8.0,61,448,7.7,2678,14
2015,4,22,16,7.0,61,436,6.2,2679,15
2015,4,22,17,5.0,75,333,1.5,2680,16
2015,4,22,18,6.1,73,153,2.3,2681,17
2015,4,22,19,5.5,69,57,3.1,2682,18
2015,4,22,20,4.0,69,10,4.6,2683,19
2015,4,22,21,4.6,68,0,4.1,2684,20
2015,4,22,22,2.9,64,0,5.1,2685,21
2015,4,22,23,2.1,65,0,5.1,2686,22
2015,4,22,24,2.2,66,0,6.3,2687,23
2015,4,23,1,1.6,66,0,5.6,2688,0
2015,4,23,2,1.1,68,0,6.3,2689,1
2015,4,23,3,1.1,67,0,6.0,2690,2
2015,4,23,4,0.4,67,0,6.7,2691,3
2015,4,23,5,0.1,69,0,6.3,2692,4
2015,4,23,6,0.2,71,0,8.6,2693,5
2015,4,23,7,0.4,72,75,4.6,2694,6
2015,4,23,8,0.6,70,195,2.6,2695,7
2015,4,23,9,0.6,70,336,6.2,2696,8
2015,4,23,10,0.9,68,506,5.1,2697,9
2015,4,23,11,1.6,64,655,5.1,2698,10
2015,4,23,12,1.7,76,701,4.6,2699,11
2015,4,23,13,2.2,64,654,6.7,2700,12
2015,4,23,14,2.2,62,552,6.2,2701,13
2015,4,23,15,2.2,56,493,6.2,2702,14
2015,4,23,16,2.2,54,418,6.2,2703,15
2015,4,23,17,1.6,59,304,6.7,2704,16
2015,4,23,18,1.6,53,207,7.2,2705,17
2015,4,23,19,1.1,55,92,7.2,2706,18
2015,4,23,20,1.1,58,17,7.2,2707,19
2015,4,23,21,0.7,63,0,6.2,2708,20
2015,4,23,22,0.5,63,0,6.7,2709,21
2015,4,23,23,0.0,60,0,6.7,2710,22
2015,4,23,24,0.1,62,0,7.7,2711,23
2015,4,24,1,-0.5,62,0,6.2,2712,0
2015,4,24,2,-1.0,66,0,7.2,2713,1
2015,4,24,3,-1.1,66,0,6.2,2714,2
2015,4,24,4,-1.0,66,0,6.7,2715,3
2015,4,24,5,-0.5,69,0,5.7,2716,4
2015,4,24,6,-0.5,66,0,8.2,2717,5
2015,4,24,7,-0.5,62,85,9.3,2718,6
2015,4,24,8,-0.5,72,226,6.7,2719,7
2015,4,24,9,0.2,70,354,7.7,2720,8
2015,4,24,10,1.1,55,420,6.2,2721,9
2015,4,24,11,2.4,59,470,9.3,2722,10
2015,4,24,12,2.5,56,490,7.7,2723,11
2015,4,24,13,2.2,56,466,6.7,2724,12
2015,4,24,14,2.3,59,466,7.7,2725,13
2015,4,24,15,2.5,59,454,6.7,2726,14
2015,4,24,16,2.2,54,365,5.7,2727,15
2015,4,24,17,2.2,54,250,5.1,2728,16
2015,4,24,18,1.6,56,155,2.1,2729,17
2015,4,24,19,2.3,61,70,1.5,2730,18
2015,4,24,20,2.1,61,16,1.5,2731,19
2015,4,24,21,2.2,63,0,2.6,2732,20
2015,4,24,22,1.5,66,0,3.1,2733,21
2015,4,24,23,0.6,66,0,3.6,2734,22
2015,4,24,24,0.2,72,0,3.1,2735,23
2015,4,25,1,-2.7,79,0,1.5,2736,0
2015,4,25,2,-2.2,76,0,2.6,2737,1
2015,4,25,3,-2.2,76,0,2.1,2738,2
2015,4,25,4,-2.7,79,0,2.1,2739,3
2015,4,25,5,-4.4,86,0,0.0,2740,4
2015,4,25,6,-4.0,84,0,0.0,2741,5
2015,4,25,7,-0.5,76,111,3.1,2742,6
2015,4,25,8,0.2,67,293,4.1,2743,7
2015,4,25,9,1.5,57,491,4.6,2744,8
2015,4,25,10,3.8,53,635,5.7,2745,9
2015,4,25,11,5.5,51,763,5.1,2746,10
2015,4,25,12,6.6,48,867,4.6,2747,11
2015,4,25,13,7.7,44,887,5.7,2748,12
2015,4,25,14,8.3,45,789,4.1,2749,13
2015,4,25,15,8.8,45,668,5.1,2750,14
2015,4,25,16,9.4,43,547,5.1,2751,15
2015,4,25,17,8.8,43,432,4.1,2752,16
2015,4,25,18,8.3,37,312,3.1,2753,17
2015,4,25,19,6.1,45,131,2.1,2754,18
2015,4,25,20,6.5,53,23,2.1,2755,19
2015,4,25,21,5.4,65,0,2.1,2756,20
2015,4,25,22,4.2,60,0,1.5,2757,21
2015,4,25,23,2.7,77,0,1.5,2758,22
2015,4,25,24,2.1,66,0,0.0,2759,23
2015,4,26,1,1.3,68,0,2.1,2760,0
2015,4,26,2,0.9,69,0,0.0,2761,1
2015,4,26,3,2.0,64,0,0.0,2762,2
2015,4,26,4,1.6,66,0,0.0,2763,3
2015,4,26,5,1.7,67,0,1.5,2764,4
2015,4,26,6,1.4,69,0,0.0,2765,5
2015,4,26,7,2.2,75,114,0.0,2766,6
2015,4,26,8,4.4,61,294,3.1,2767,7
2015,4,26,9,5.5,62,486,3.6,2768,8
2015,4,26,10,7.2,62,659,3.1,2769,9
2015,4,26,11,9.4,54,690,6.2,2770,10
2015,4,26,12,9.4,54,599,4.1,2771,11
2015,4,26,13,10.0,50,529,6.2,2772,12
2015,4,26,14,9.4,52,508,5.1,2773,13
2015,4,26,15,8.3,56,491,3.6,2774,14
2015,4,26,16,8.8,52,446,5.1,2775,15
2015,4,26,17,7.7,53,378,4.1,2776,16
2015,4,26,18,7.7,53,251,4.6,2777,17
2015,4,26,19,6.6,60,107,2.1,2778,18
2015,4,26,20,6.1,62,21,1.5,2779,19
2015,4,26,21,6.8,58,0,0.0,2780,20
2015,4,26,22,6.0,73,0,0.0,2781,21
2015,4,26,23,5.2,83,0,0.0,2782,22
2015,4,26,24,5.0,73,0,2.1,2783,23
2015,4,27,1,5.6,68,0,1.5,2784,0
2015,4,27,2,5.6,69,0,0.0,2785,1
2015,4,27,3,5.6,71,0,0.0,2786,2
2015,4,27,4,5.9,89,0,2.6,2787,3
2015,4,27,5,4.4,82,0,3.6,2788,4
2015,4,27,6,5.4,87,0,4.1,2789,5
2015,4,27,7,4.0,87,43,3.6,2790,6
2015,4,27,8,5.0,85,112,5.1,2791,7
2015,4,27,9,5.5,82,232,5.1,2792,8
2015,4,27,10,6.1,79,430,5.1,2793,9
2015,4,27,11,6.1,76,592,4.6,2794,10
2015,4,27,12,7.2,73,572,6.2,2795,11
2015,4,27,13,7.7,65,544,5.1,2796,12
2015,4,27,14,7.7,65,541,5.1,2797,13
2015,4,27,15,7.7,63,489,6.2,2798,14
2015,4,27,16,8.3,60,449,6.2,2799,15
2015,4,27,17,7.7,65,357,6.2,2800,16
2015,4,27,18,7.2,70,194,5.1,2801,17
2015,4,27,19,6.6,82,61,4.6,2802,18
2015,4,27,20,6.0,87,9,3.6,2803,19
2015,4,27,21,5.5,71,0,4.6,2804,20
2015,4,27,22,6.1,73,0,3.6,2805,21
2015,4,27,23,6.6,90,0,4.1,2806,22
2015,4,27,24,6.6,86,0,5.7,2807,23
2015,4,28,1,6.6,86,0,3.6,2808,0
2015,4,28,2,7.0,81,0,5.1,2809,1
2015,4,28,3,5.5,89,0,5.7,2810,2
2015,4,28,4,5.0,89,0,4.6,2811,3
2015,4,28,5,5.0,89,0,4.1,2812,4
2015,4,28,6,5.9,93,0,3.1,2813,5
2015,4,28,7,6.1,85,93,4.6,2814,6
2015,4,28,8,6.0,87,244,4.6,2815,7
2015,4,28,9,8.8,74,383,3.6,2816,8
2015,4,28,10,11.0,66,479,4.1,2817,9
2015,4,28,11,12.7,62,538,6.7,2818,10
2015,4,28,12,13.8,57,561,7.7,2819,11
2015,4,28,13,15.0,53,532,5.1,2820,12
2015,4,28,14,16.6,48,496,6.2,2821,13
2015,4,28,15,16.6,46,432,9.3,2822,14
2015,4,28,16,15.0,51,356,7.2,2823,15
2015,4,28,17,15.5,50,299,4.6,2824,16
2015,4,28,18,15.0,49,204,3.6,2825,17
2015,4,28,19,13.3,55,97,2.1,2826,18
2015,4,28,20,10.5,69,19,1.5,2827,19
2015,4,28,21,12.2,76,0,1.5,2828,20
2015,4,28,22,9.4,71,0,2.1,2829,21
2015,4,28,23,8.8,74,0,2.6,2830,22
2015,4,28,24,8.3,73,0,2.6,2831,23
2015,4,29,1,7.7,76,0,3.1,2832,0
2015,4,29,2,7.7,76,0,2.6,2833,1
2015,4,29,3,7.7,76,0,2.6,2834,2
2015,4,29,4,6.1,82,0,2.1,2835,3
2015,4,29,5,6.9,97,0,0.0,2836,4
2015,4,29,6,8.8,67,0,0.0,2837,5
2015,4,29,7,9.4,71,104,2.6,2838,6
2015,4,29,8,11.6,61,255,5.1,2839,7
2015,4,29,9,13.3,57,434,5.7,2840,8
2015,4,29,10,15.0,53,626,4.1,2841,9
2015,4,29,11,16.6,48,783,4.1,2842,10
2015,4,29,12,17.7,45,865,5.7,2843,11
2015,4,29,13,18.3,37,874,5.1,2844,12
2015,4,29,14,19.4,34,850,5.7,2845,13
2015,4,29,15,18.8,37,803,2.6,2846,14
2015,4,29,16,18.8,33,691,4.6,2847,15
2015,4,29,17,18.8,33,523,4.6,2848,16
2015,4,29,18,17.7,33,329,3.6,2849,17
2015,4,29,19,15.5,39,142,2.1,2850,18
2015,4,29,20,12.7,51,29,2.1,2851,19
2015,4,29,21,10.5,61,0,2.1,2852,20
2015,4,29,22,11.7,54,0,2.1,2853,21
