src_year,month,day,hour_ending,t_drybulb_c,rh_pct,ghi_wh_m2,wind_ms,hour_of_year,hour
2012,1,1,1,4.0,87,0,1.5,0,0
2012,1,1,2,3.3,96,0,0.0,1,1
2012,1,1,3,4.2,100,0,0.0,2,2
2012,1,1,4,4.0,97,0,0.0,3,3
2012,1,1,5,3.0,100,0,1.5,4,4
2012,1,1,6,3.3,85,0,4.1,5,5
2012,1,1,7,3.0,87,0,2.6,6,6
2012,1,1,8,3.3,82,0,7.2,7,7
2012,1,1,9,2.9,79,29,6.7,8,8
2012,1,1,10,3.8,79,79,7.2,9,9
2012,1,1,11,5.5,73,139,9.3,10,10
2012,1,1,12,5.0,66,225,8.8,11,11
2012,1,1,13,7.0,63,332,7.7,12,12
2012,1,1,14,8.8,61,333,7.7,13,13
2012,1,1,15,7.7,68,180,9.3,14,14
2012,1,1,16,7.7,71,80,7.7,15,15
2012,1,1,17,7.2,73,41,7.7,16,16
2012,1,1,18,6.6,76,3,6.2,17,17
2012,1,1,19,7.0,76,0,6.7,18,18
2012,1,1,20,6.0,87,0,5.7,19,19
2012,1,1,21,7.0,81,0,4.6,20,20
2012,1,1,22,5.0,75,0,10.3,21,21
2012,1,1,23,4.4,66,0,5.7,22,22
2012,1,1,24,3.5,68,0,2.6,23,23
2012,1,2,1,2.8,62,0,7.2,24,0
2012,1,2,2,1.9,63,0,3.6,25,1
2012,1,2,3,1.7,67,0,4.6,26,2
2012,1,2,4,1.3,54,0,7.7,27,3
2012,1,2,5,0.8,54,0,7.7,28,4
2012,1,2,6,0.1,63,0,5.1,29,5
2012,1,2,7,-1.0,55,0,7.2,30,6
2012,1,2,8,-1.6,68,0,5.1,31,7
2012,1,2,9,-1.1,69,42,4.6,32,8
2012,1,2,10,-0.5,62,136,6.2,33,9
2012,1,2,11,0.1,63,237,7.2,34,10
2012,1,2,12,0.2,72,301,7.2,35,11
2012,1,2,13,0.3,57,353,4.1,36,12
2012,1,2,14,0.4,60,343,7.2,37,13
2012,1,2,15,0.3,60,266,6.2,38,14
2012,1,2,16,-1.1,54,175,7.7,39,15
2012,1,2,17,-2.2,59,67,6.7,40,16
2012,1,2,18,-3.3,69,9,6.7,41,17
2012,1,2,19,-3.3,65,0,4.6,42,18
2012,1,2,20,-3.8,79,0,6.2,43,19
2012,1,2,21,-4.4,75,0,4.1,44,20
2012,1,2,22,-4.4,68,0,6.7,45,21
2012,1,2,23,-4.0,65,0,6.2,46,22
2012,1,2,24,-6.0,77,0,6.7,47,23
2012,1,3,1,-7.0,84,0,5.7,48,0
2012,1,3,2,-8.8,71,0,7.7,49,1
2012,1,3,3,-9.4,70,0,6.7,50,2
2012,1,3,4,-10.0,76,0,5.7,51,3
2012,1,3,5,-11.0,60,0,7.2,52,4
2012,1,3,6,-11.0,63,0,9.8,53,5
2012,1,3,7,-11.0,70,0,8.8,54,6
2012,1,3,8,-11.1,67,0,5.7,55,7
2012,1,3,9,-11.6,73,28,6.7,56,8
2012,1,3,10,-11.1,70,102,6.7,57,9
2012,1,3,11,-10.5,63,180,8.2,58,10
2012,1,3,12,-11.1,67,241,5.1,59,11
2012,1,3,13,-11.6,56,282,4.6,60,12
2012,1,3,14,-12.0,54,324,4.1,61,13
2012,1,3,15,-12.0,56,300,5.1,62,14
2012,1,3,16,-12.0,58,184,6.7,63,15
2012,1,3,17,-13.0,58,71,7.2,64,16
2012,1,3,18,-14.0,69,9,4.6,65,17
2012,1,3,19,-14.4,77,0,4.1,66,18
2012,1,3,20,-14.0,69,0,3.1,67,19
2012,1,3,21,-15.5,69,0,4.6,68,20
2012,1,3,22,-15.5,73,0,3.1,69,21
2012,1,3,23,-16.1,73,0,2.6,70,22
2012,1,3,24,-17.2,81,0,1.5,71,23
2012,1,4,1,-17.0,83,0,1.5,72,0
2012,1,4,2,-17.0,83,0,2.1,73,1
2012,1,4,3,-17.0,83,0,1.5,74,2
2012,1,4,4,-17.7,80,0,0.0,75,3
2012,1,4,5,-15.5,77,0,2.1,76,4
2012,1,4,6,-15.0,73,0,1.5,77,5
2012,1,4,7,-16.0,75,0,0.0,78,6
2012,1,4,8,-15.0,73,0,3.1,79,7
2012,1,4,9,-13.8,73,41,3.1,80,8
2012,1,4,10,-12.2,70,139,3.1,81,9
2012,1,4,11,-9.4,60,225,5.1,82,10
2012,1,4,12,-8.3,58,245,4.1,83,11
2012,1,4,13,-7.2,56,270,5.1,84,12
2012,1,4,14,-6.1,53,245,3.1,85,13
2012,1,4,15,-5.5,53,203,3.6,86,14
2012,1,4,16,-6.1,50,165,2.6,87,15
2012,1,4,17,-7.2,58,64,3.1,88,16
2012,1,4,18,-6.1,56,6,3.6,89,17
2012,1,4,19,-6.6,58,0,2.6,90,18
2012,1,4,20,-5.5,55,0,3.1,91,19
2012,1,4,21,-5.5,55,0,3.1,92,20
2012,1,4,22,-5.0,56,0,2.6,93,21
2012,1,4,23,-5.0,59,0,2.1,94,22
2012,1,4,24,-4.0,54,0,2.6,95,23
2012,1,5,1,-4.4,65,0,1.5,96,0
2012,1,5,2,-3.8,65,0,2.1,97,1
2012,1,5,3,-3.8,72,0,0.0,98,2
2012,1,5,4,-3.8,75,0,2.1,99,3
2012,1,5,5,-3.8,79,0,0.0,100,4
2012,1,5,6,-3.0,77,0,2.6,101,5
2012,1,5,7,-3.0,77,0,2.6,102,6
2012,1,5,8,-2.7,75,0,2.1,103,7
2012,1,5,9,-1.6,68,33,3.1,104,8
2012,1,5,10,-1.6,75,113,4.6,105,9
2012,1,5,11,-2.2,69,185,3.6,106,10
2012,1,5,12,-2.0,67,227,3.1,107,11
2012,1,5,13,-1.6,62,248,6.7,108,12
2012,1,5,14,0.0,75,230,5.7,109,13
2012,1,5,15,-2.7,65,165,2.6,110,14
2012,1,5,16,-3.0,77,95,1.5,111,15
2012,1,5,17,-3.3,83,40,0.0,112,16
2012,1,5,18,-2.7,82,5,0.0,113,17
2012,1,5,19,-2.7,82,0,0.0,114,18
2012,1,5,20,-2.2,79,0,1.5,115,19
2012,1,5,21,-1.6,72,0,2.6,116,20
2012,1,5,22,-1.1,69,0,3.1,117,21
2012,1,5,23,-1.6,72,0,3.1,118,22
2012,1,5,24,-1.1,69,0,3.6,119,23
2012,1,6,1,-1.1,69,0,3.1,120,0
2012,1,6,2,-1.1,69,0,3.6,121,1
2012,1,6,3,-2.2,76,0,3.1,122,2
2012,1,6,4,-1.6,72,0,5.1,123,3
2012,1,6,5,-1.1,69,0,3.1,124,4
2012,1,6,6,-1.6,72,0,3.1,125,5
2012,1,6,7,-1.0,66,0,3.6,126,6
2012,1,6,8,-0.5,66,0,3.1,127,7
2012,1,6,9,2.2,62,49,3.1,128,8
2012,1,6,10,1.8,58,161,3.6,129,9
2012,1,6,11,5.5,54,285,4.1,130,10
2012,1,6,12,7.2,50,371,3.6,131,11
2012,1,6,13,9.4,47,369,6.2,132,12
2012,1,6,14,10.5,44,342,4.6,133,13
2012,1,6,15,9.6,39,307,4.1,134,14
2012,1,6,16,11.1,42,204,4.1,135,15
2012,1,6,17,8.8,47,81,3.6,136,16
2012,1,6,18,8.3,51,11,4.6,137,17
2012,1,6,19,5.9,48,0,2.1,138,18
2012,1,6,20,5.0,58,0,1.5,139,19
2012,1,6,21,4.4,61,0,1.5,140,20
2012,1,6,22,3.8,61,0,0.0,141,21
2012,1,6,23,3.6,74,0,0.0,142,22
2012,1,6,24,3.2,80,0,1.5,143,23
2012,1,7,1,2.8,80,0,1.5,144,0
2012,1,7,2,3.1,81,0,1.5,145,1
2012,1,7,3,2.7,83,0,1.5,146,2
2012,1,7,4,2.2,75,0,2.1,147,3
2012,1,7,5,2.5,70,0,3.1,148,4
2012,1,7,6,2.0,64,0,4.1,149,5
2012,1,7,7,1.6,81,0,3.6,150,6
2012,1,7,8,1.7,62,0,4.1,151,7
2012,1,7,9,2.2,83,30,3.6,152,8
2012,1,7,10,3.6,57,75,2.6,153,9
2012,1,7,11,5.7,53,120,4.1,154,10
2012,1,7,12,6.4,56,180,4.6,155,11
2012,1,7,13,8.8,54,236,3.6,156,12
2012,1,7,14,10.5,48,256,4.6,157,13
2012,1,7,15,9.4,50,241,7.7,158,14
2012,1,7,16,9.2,52,185,7.7,159,15
2012,1,7,17,8.5,54,82,7.7,160,16
2012,1,7,18,5.8,61,12,2.1,161,17
2012,1,7,19,4.4,61,0,2.1,162,18
2012,1,7,20,4.8,69,0,2.6,163,19
2012,1,7,21,4.7,74,0,3.1,164,20
2012,1,7,22,3.3,69,0,4.6,165,21
2012,1,7,23,3.0,68,0,4.1,166,22
2012,1,7,24,3.3,71,0,3.6,167,23
2012,1,8,1,2.7,65,0,7.2,168,0
2012,1,8,2,2.4,70,0,3.6,169,1
2012,1,8,3,2.0,73,0,6.2,170,2
2012,1,8,4,1.7,67,0,5.1,171,3
2012,1,8,5,1.3,66,0,3.6,172,4
2012,1,8,6,0.1,71,0,5.7,173,5
2012,1,8,7,0.0,66,0,5.7,174,6
2012,1,8,8,0.1,63,0,6.2,175,7
2012,1,8,9,-1.1,60,37,4.6,176,8
2012,1,8,10,-0.5,60,107,6.2,177,9
2012,1,8,11,-2.0,64,153,4.6,178,10
2012,1,8,12,0.0,63,174,4.1,179,11
2012,1,8,13,0.2,58,165,6.7,180,12
2012,1,8,14,-2.7,58,141,5.7,181,13
2012,1,8,15,-1.6,68,117,5.1,182,14
2012,1,8,16,-2.2,69,82,4.1,183,15
2012,1,8,17,-3.8,55,42,2.6,184,16
2012,1,8,18,-5.0,56,8,1.5,185,17
2012,1,8,19,-5.0,55,0,1.5,186,18
2012,1,8,20,-7.7,57,0,0.0,187,19
2012,1,8,21,-8.3,60,0,0.0,188,20
2012,1,8,22,-8.3,62,0,0.0,189,21
2012,1,8,23,-8.3,68,0,0.0,190,22
2012,1,8,24,-8.3,65,0,0.0,191,23
2012,1,9,1,-8.3,91,0,0.0,192,0
2012,1,9,2,-7.7,69,0,1.5,193,1
2012,1,9,3,-7.2,67,0,0.0,194,2
2012,1,9,4,-6.1,67,0,2.1,195,3
2012,1,9,5,-4.4,75,0,2.6,196,4
2012,1,9,6,-4.4,75,0,3.1,197,5
2012,1,9,7,-4.0,71,0,3.1,198,6
2012,1,9,8,-5.5,75,0,3.1,199,7
2012,1,9,9,-2.7,65,53,3.1,200,8
2012,1,9,10,-1.1,57,174,3.1,201,9
2012,1,9,11,0.5,52,304,3.1,202,10
2012,1,9,12,2.2,46,396,2.6,203,11
2012,1,9,13,3.8,40,436,3.1,204,12
2012,1,9,14,4.4,38,413,5.1,205,13
2012,1,9,15,4.4,36,326,4.6,206,14
2012,1,9,16,4.4,37,200,4.6,207,15
2012,1,9,17,3.7,42,77,4.6,208,16
2012,1,9,18,2.4,44,12,5.1,209,17
2012,1,9,19,2.1,44,0,4.6,210,18
2012,1,9,20,2.0,48,0,4.6,211,19
2012,1,9,21,1.7,48,0,5.1,212,20
2012,1,9,22,1.7,50,0,5.1,213,21
2012,1,9,23,1.2,52,0,4.6,214,22
2012,1,9,24,1.4,52,0,4.1,215,23
2012,1,10,1,1.3,57,0,3.1,216,0
2012,1,10,2,1.2,58,0,4.1,217,1
2012,1,10,3,1.5,55,0,5.7,218,2
2012,1,10,4,0.9,58,0,4.1,219,3
2012,1,10,5,0.8,58,0,3.1,220,4
2012,1,10,6,0.4,58,0,3.6,221,5
2012,1,10,7,0.6,56,0,2.1,222,6
2012,1,10,8,0.8,64,0,2.1,223,7
2012,1,10,9,0.9,71,27,3.1,224,8
2012,1,10,10,1.2,72,83,6.2,225,9
2012,1,10,11,2.7,69,155,7.7,226,10
2012,1,10,12,2.5,66,236,7.7,227,11
2012,1,10,13,2.7,63,259,6.7,228,12
2012,1,10,14,2.7,66,237,5.1,229,13
2012,1,10,15,2.7,63,208,5.1,230,14
2012,1,10,16,2.7,63,128,3.6,231,15
2012,1,10,17,3.4,65,45,3.1,232,16
2012,1,10,18,2.3,65,9,3.1,233,17
2012,1,10,19,1.6,65,0,2.6,234,18
2012,1,10,20,1.8,70,0,1.5,235,19
2012,1,10,21,1.7,70,0,1.5,236,20
2012,1,10,22,1.1,67,0,1.5,237,21
2012,1,10,23,0.3,64,0,0.0,238,22
2012,1,10,24,0.3,79,0,0.0,239,23
2012,1,11,1,0.8,83,0,0.0,240,0
2012,1,11,2,0.8,83,0,0.0,241,1
2012,1,11,3,0.3,83,0,0.0,242,2
2012,1,11,4,-3.8,90,0,1.5,243,3
2012,1,11,5,-3.8,87,0,0.0,244,4
2012,1,11,6,-4.4,91,0,0.0,245,5
2012,1,11,7,-5.0,92,0,1.5,246,6
2012,1,11,8,-1.6,75,0,2.6,247,7
2012,1,11,9,0.5,73,52,2.6,248,8
2012,1,11,10,2.7,63,171,4.1,249,9
2012,1,11,11,2.2,55,299,4.6,250,10
2012,1,11,12,3.7,54,390,4.6,251,11
2012,1,11,13,6.6,52,429,6.7,252,12
2012,1,11,14,6.6,52,414,5.1,253,13
2012,1,11,15,6.1,54,342,2.6,254,14
2012,1,11,16,5.5,54,214,4.1,255,15
2012,1,11,17,5.0,56,79,4.6,256,16
2012,1,11,18,5.0,53,10,4.6,257,17
2012,1,11,19,5.0,56,0,6.7,258,18
2012,1,11,20,4.4,58,0,7.7,259,19
2012,1,11,21,2.7,63,0,8.2,260,20
2012,1,11,22,1.6,89,0,7.2,261,21
2012,1,11,23,0.8,87,0,6.7,262,22
2012,1,11,24,0.7,89,0,5.7,263,23
2012,1,12,1,0.8,92,0,4.6,264,0
2012,1,12,2,0.9,89,0,5.7,265,1
2012,1,12,3,1.4,89,0,4.1,266,2
2012,1,12,4,1.6,89,0,4.1,267,3
2012,1,12,5,2.7,92,0,2.6,268,4
2012,1,12,6,2.5,92,0,4.6,269,5
2012,1,12,7,3.0,93,0,2.1,270,6
2012,1,12,8,3.3,96,0,2.6,271,7
2012,1,12,9,2.8,93,0,0.0,272,8
2012,1,12,10,3.0,96,14,4.1,273,9
2012,1,12,11,3.3,96,26,3.6,274,10
2012,1,12,12,3.4,89,35,5.7,275,11
2012,1,12,13,3.7,89,38,5.1,276,12
2012,1,12,14,4.4,89,34,6.7,277,13
2012,1,12,15,4.0,93,27,3.1,278,14
2012,1,12,16,4.4,89,19,5.1,279,15
2012,1,12,17,3.8,93,9,2.6,280,16
2012,1,12,18,3.8,93,2,4.1,281,17
2012,1,12,19,3.5,93,0,5.7,282,18
2012,1,12,20,4.4,93,0,3.6,283,19
2012,1,12,21,4.0,92,0,4.6,284,20
2012,1,12,22,5.0,92,0,5.1,285,21
2012,1,12,23,5.0,93,0,4.6,286,22
2012,1,12,24,5.0,93,0,4.6,287,23
2012,1,13,1,4.0,100,0,3.6,288,0
2012,1,13,2,4.0,100,0,2.6,289,1
2012,1,13,3,4.0,93,0,3.1,290,2
2012,1,13,4,4.0,93,0,2.6,291,3
2012,1,13,5,3.0,100,0,2.1,292,4
2012,1,13,6,1.9,100,0,2.6,293,5
2012,1,13,7,2.2,92,0,8.2,294,6
2012,1,13,8,-2.0,100,0,5.7,295,7
2012,1,13,9,-2.0,92,18,9.3,296,8
2012,1,13,10,-4.0,84,40,8.8,297,9
2012,1,13,11,-6.0,72,71,4.6,298,10
2012,1,13,12,-6.0,84,117,9.3,299,11
2012,1,13,13,-7.2,68,131,6.2,300,12
2012,1,13,14,-7.2,82,141,7.2,301,13
2012,1,13,15,-7.2,87,125,6.2,302,14
2012,1,13,16,-7.2,91,75,4.6,303,15
2012,1,13,17,-7.0,84,36,4.1,304,16
2012,1,13,18,-5.0,75,8,4.6,305,17
2012,1,13,19,-4.4,71,0,7.2,306,18
2012,1,13,20,-4.0,71,0,5.7,307,19
2012,1,13,21,-5.0,75,0,5.1,308,20
2012,1,13,22,-5.0,75,0,5.7,309,21
2012,1,13,23,-5.0,71,0,6.2,310,22
2012,1,13,24,-5.5,71,0,5.7,311,23
2012,1,14,1,-5.5,75,0,5.7,312,0
2012,1,14,2,-6.0,77,0,4.6,313,1
2012,1,14,3,-6.1,83,0,4.6,314,2
2012,1,14,4,-6.1,79,0,5.1,315,3
2012,1,14,5,-7.0,92,0,4.1,316,4
2012,1,14,6,-7.0,92,0,5.7,317,5
2012,1,14,7,-8.0,92,0,6.7,318,6
2012,1,14,8,-8.0,84,0,6.7,319,7
2012,1,14,9,-7.7,78,34,5.1,320,8
2012,1,14,10,-8.0,84,122,6.2,321,9
2012,1,14,11,-8.3,78,239,6.2,322,10
2012,1,14,12,-8.0,70,332,4.6,323,11
2012,1,14,13,-7.7,74,343,6.7,324,12
2012,1,14,14,-7.7,71,307,7.2,325,13
2012,1,14,15,-8.3,78,260,5.7,326,14
2012,1,14,16,-9.4,78,189,5.1,327,15
2012,1,14,17,-10.5,78,96,3.6,328,16
2012,1,14,18,-11.1,78,20,3.1,329,17
2012,1,14,19,-11.6,78,0,3.1,330,18
2012,1,14,20,-12.2,74,0,8.2,331,19
2012,1,14,21,-12.2,74,0,6.2,332,20
2012,1,14,22,-12.7,73,0,7.2,333,21
2012,1,14,23,-12.7,81,0,7.2,334,22
2012,1,14,24,-13.0,83,0,4.6,335,23
2012,1,15,1,-13.0,76,0,3.1,336,0
2012,1,15,2,-14.0,76,0,3.1,337,1
2012,1,15,3,-17.0,83,0,3.1,338,2
2012,1,15,4,-17.0,75,0,0.0,339,3
2012,1,15,5,-19.0,83,0,1.5,340,4
2012,1,15,6,-19.4,81,0,2.1,341,5
2012,1,15,7,-19.0,83,0,0.0,342,6
2012,1,15,8,-19.0,75,0,1.5,343,7
2012,1,15,9,-18.0,75,44,0.0,344,8
2012,1,15,10,-15.5,85,153,2.6,345,9
2012,1,15,11,-14.0,83,289,4.1,346,10
2012,1,15,12,-13.0,76,385,3.6,347,11
2012,1,15,13,-13.0,76,427,5.7,348,12
2012,1,15,14,-12.2,70,398,4.1,349,13
2012,1,15,15,-12.0,69,326,4.1,350,14
2012,1,15,16,-13.0,61,225,3.6,351,15
2012,1,15,17,-13.0,76,98,0.0,352,16
2012,1,15,18,-13.0,83,19,0.0,353,17
2012,1,15,19,-16.1,86,0,0.0,354,18
2012,1,15,20,-17.2,81,0,1.5,355,19
2012,1,15,21,-17.7,80,0,2.1,356,20
2012,1,15,22,-18.3,81,0,2.1,357,21
2012,1,15,23,-18.3,81,0,3.1,358,22
2012,1,15,24,-18.3,81,0,2.6,359,23
2012,1,16,1,-18.8,80,0,2.6,360,0
2012,1,16,2,-18.8,80,0,2.6,361,1
2012,1,16,3,-18.8,80,0,2.6,362,2
2012,1,16,4,-18.3,81,0,2.1,363,3
2012,1,16,5,-17.2,81,0,3.1,364,4
2012,1,16,6,-15.5,81,0,1.5,365,5
2012,1,16,7,-16.0,83,0,1.5,366,6
2012,1,16,8,-12.2,70,0,6.2,367,7
2012,1,16,9,-11.6,66,52,6.2,368,8
2012,1,16,10,-9.4,60,155,9.3,369,9
2012,1,16,11,-8.3,61,268,9.3,370,10
2012,1,16,12,-6.1,58,365,7.2,371,11
2012,1,16,13,-3.8,56,410,7.7,372,12
2012,1,16,14,-2.7,53,392,7.7,373,13
2012,1,16,15,-2.7,53,325,7.7,374,14
2012,1,16,16,-2.2,54,215,6.2,375,15
2012,1,16,17,-2.2,57,90,6.2,376,16
2012,1,16,18,-2.2,59,15,6.7,377,17
2012,1,16,19,-1.1,57,0,6.2,378,18
2012,1,16,20,-1.1,63,0,4.6,379,19
2012,1,16,21,-0.5,62,0,5.1,380,20
2012,1,16,22,-0.5,69,0,4.6,381,21
2012,1,16,23,-0.5,72,0,3.1,382,22
2012,1,16,24,0.1,80,0,4.6,383,23
2012,1,17,1,-0.5,79,0,4.6,384,0
2012,1,17,2,-1.0,85,0,4.1,385,1
2012,1,17,3,0.5,77,0,3.6,386,2
2012,1,17,4,0.7,79,0,4.6,387,3
2012,1,17,5,1.1,81,0,4.6,388,4
2012,1,17,6,1.4,86,0,4.1,389,5
2012,1,17,7,1.6,86,0,4.6,390,6
2012,1,17,8,1.6,89,0,4.1,391,7
2012,1,17,9,1.6,89,0,4.6,392,8
2012,1,17,10,2.2,89,22,6.2,393,9
2012,1,17,11,3.2,89,51,6.7,394,10
2012,1,17,12,3.4,92,82,5.1,395,11
2012,1,17,13,3.3,96,68,5.7,396,12
2012,1,17,14,2.7,97,39,5.7,397,13
2012,1,17,15,3.3,92,33,6.7,398,14
2012,1,17,16,3.3,96,31,6.2,399,15
2012,1,17,17,4.0,93,19,6.7,400,16
2012,1,17,18,4.4,93,4,5.1,401,17
2012,1,17,19,5.5,93,0,5.7,402,18
2012,1,17,20,5.5,93,0,5.7,403,19
2012,1,17,21,6.6,90,0,5.7,404,20
2012,1,17,22,8.0,87,0,7.7,405,21
2012,1,17,23,6.0,65,0,12.9,406,22
2012,1,17,24,2.7,63,0,10.3,407,23
2012,1,18,1,2.2,61,0,12.4,408,0
2012,1,18,2,2.1,60,0,10.8,409,1
2012,1,18,3,1.6,60,0,9.3,410,2
2012,1,18,4,0.9,65,0,6.7,411,3
2012,1,18,5,-2.0,65,0,9.8,412,4
2012,1,18,6,-3.3,59,0,7.7,413,5
2012,1,18,7,-3.0,60,0,6.7,414,6
2012,1,18,8,-4.0,61,0,10.8,415,7
2012,1,18,9,-6.0,62,21,7.2,416,8
2012,1,18,10,-6.1,75,101,7.7,417,9
2012,1,18,11,-6.1,64,238,7.7,418,10
2012,1,18,12,-6.1,58,353,9.8,419,11
2012,1,18,13,-6.6,67,414,5.7,420,12
2012,1,18,14,-7.0,64,421,4.6,421,13
2012,1,18,15,-7.2,68,328,4.1,422,14
2012,1,18,16,-7.7,67,223,3.6,423,15
2012,1,18,17,-8.3,68,122,2.6,424,16
2012,1,18,18,-9.4,70,24,0.0,425,17
2012,1,18,19,-10.0,60,0,0.0,426,18
2012,1,18,20,-11.6,60,0,0.0,427,19
2012,1,18,21,-12.2,61,0,1.5,428,20
2012,1,18,22,-12.2,61,0,2.6,429,21
2012,1,18,23,-12.7,81,0,2.6,430,22
2012,1,18,24,-13.3,67,0,1.5,431,23
2012,1,19,1,-13.8,86,0,0.0,432,0
2012,1,19,2,-13.8,81,0,0.0,433,1
2012,1,19,3,-14.4,85,0,0.0,434,2
2012,1,19,4,-13.8,81,0,1.5,435,3
2012,1,19,5,-11.6,78,0,2.6,436,4
2012,1,19,6,-12.2,82,0,3.1,437,5
2012,1,19,7,-12.0,76,0,2.1,438,6
2012,1,19,8,-11.6,78,0,5.7,439,7
2012,1,19,9,-10.0,74,65,5.7,440,8
2012,1,19,10,-7.7,67,200,7.7,441,9
2012,1,19,11,-5.5,59,339,8.2,442,10
2012,1,19,12,-5.0,56,429,7.2,443,11
2012,1,19,13,-4.4,53,429,7.7,444,12
2012,1,19,14,-3.8,51,294,5.7,445,13
2012,1,19,15,-3.8,48,158,8.8,446,14
2012,1,19,16,-4.4,61,95,9.3,447,15
2012,1,19,17,-4.4,61,40,4.6,448,16
2012,1,19,18,-4.4,65,9,7.2,449,17
2012,1,19,19,-5.0,75,0,4.6,450,18
2012,1,19,20,-5.0,79,0,5.1,451,19
2012,1,19,21,-5.0,79,0,4.6,452,20
2012,1,19,22,-5.0,87,0,3.1,453,21
2012,1,19,23,-4.0,77,0,9.3,454,22
2012,1,19,24,-7.0,84,0,5.7,455,23
2012,1,20,1,-8.0,64,0,6.2,456,0
2012,1,20,2,-9.0,64,0,7.7,457,1
2012,1,20,3,-11.1,63,0,6.2,458,2
2012,1,20,4,-11.6,63,0,3.6,459,3
2012,1,20,5,-11.6,60,0,3.6,460,4
2012,1,20,6,-11.1,57,0,5.1,461,5
2012,1,20,7,-12.0,63,0,5.7,462,6
2012,1,20,8,-11.1,63,0,3.6,463,7
2012,1,20,9,-10.0,64,62,3.6,464,8
2012,1,20,10,-8.8,64,191,6.2,465,9
2012,1,20,11,-9.0,64,309,4.6,466,10
2012,1,20,12,-8.8,67,382,4.1,467,11
2012,1,20,13,-9.4,56,402,3.1,468,12
2012,1,20,14,-8.8,60,381,2.6,469,13
2012,1,20,15,-9.4,58,310,3.1,470,14
2012,1,20,16,-9.4,64,207,1.5,471,15
2012,1,20,17,-10.0,51,101,1.5,472,16
2012,1,20,18,-10.5,55,20,0.0,473,17
2012,1,20,19,-10.5,55,0,1.5,474,18
2012,1,20,20,-10.5,70,0,2.6,475,19
2012,1,20,21,-10.5,70,0,1.5,476,20
2012,1,20,22,-10.0,61,0,3.1,477,21
2012,1,20,23,-10.0,57,0,3.1,478,22
2012,1,20,24,-10.0,57,0,2.6,479,23
2012,1,21,1,-10.0,64,0,3.1,480,0
2012,1,21,2,-11.0,84,0,2.1,481,1
2012,1,21,3,-11.0,91,0,3.1,482,2
2012,1,21,4,-10.0,84,0,3.6,483,3
2012,1,21,5,-11.0,91,0,2.6,484,4
2012,1,21,6,-10.0,84,0,2.1,485,5
2012,1,21,7,-10.0,84,0,2.6,486,6
2012,1,21,8,-10.0,87,0,2.6,487,7
2012,1,21,9,-10.0,84,19,3.6,488,8
2012,1,21,10,-8.8,78,63,2.1,489,9
2012,1,21,11,-7.7,74,124,0.0,490,10
2012,1,21,12,-6.6,71,240,0.0,491,11
2012,1,21,13,-5.5,68,309,0.0,492,12
2012,1,21,14,-5.0,68,292,3.1,493,13
2012,1,21,15,-5.0,65,232,4.1,494,14
2012,1,21,16,-5.5,65,135,5.7,495,15
2012,1,21,17,-7.2,71,57,3.1,496,16
2012,1,21,18,-8.3,71,12,2.1,497,17
2012,1,21,19,-9.4,78,0,2.1,498,18
2012,1,21,20,-13.3,90,0,1.5,499,19
2012,1,21,21,-13.8,86,0,2.1,500,20
2012,1,21,22,-16.6,85,0,0.0,501,21
2012,1,21,23,-16.1,86,0,2.1,502,22
2012,1,21,24,-16.6,81,0,1.5,503,23
2012,1,22,1,-17.7,80,0,2.6,504,0
2012,1,22,2,-15.5,85,0,2.6,505,1
2012,1,22,3,-16.1,86,0,2.6,506,2
2012,1,22,4,-16.6,85,0,3.1,507,3
2012,1,22,5,-15.5,85,0,3.1,508,4
2012,1,22,6,-15.5,85,0,1.5,509,5
2012,1,22,7,-16.0,91,0,2.1,510,6
2012,1,22,8,-15.5,81,0,2.6,511,7
2012,1,22,9,-12.7,86,55,0.0,512,8
2012,1,22,10,-8.3,78,172,5.1,513,9
2012,1,22,11,-6.1,58,303,3.6,514,10
2012,1,22,12,-5.5,55,393,7.2,515,11
2012,1,22,13,-3.8,51,411,8.8,516,12
2012,1,22,14,-3.3,51,377,7.2,517,13
2012,1,22,15,-2.2,49,322,7.2,518,14
2012,1,22,16,-2.7,51,241,8.8,519,15
2012,1,22,17,-2.7,53,120,7.2,520,16
2012,1,22,18,-2.2,69,25,6.7,521,17
2012,1,22,19,-1.6,72,0,5.7,522,18
2012,1,22,20,-1.6,65,0,6.7,523,19
2012,1,22,21,-1.6,68,0,8.8,524,20
2012,1,22,22,-1.6,79,0,6.7,525,21
2012,1,22,23,-1.6,79,0,8.2,526,22
2012,1,22,24,-1.0,78,0,8.8,527,23
2012,1,23,1,-1.1,83,0,8.8,528,0
2012,1,23,2,-0.5,83,0,9.8,529,1
2012,1,23,3,0.0,83,0,7.7,530,2
2012,1,23,4,0.5,84,0,9.3,531,3
2012,1,23,5,0.3,84,0,7.2,532,4
2012,1,23,6,0.7,85,0,7.2,533,5
2012,1,23,7,0.9,80,0,10.3,534,6
2012,1,23,8,1.2,85,0,7.2,535,7
2012,1,23,9,1.5,85,25,11.3,536,8
2012,1,23,10,2.0,83,75,11.3,537,9
2012,1,23,11,3.2,82,150,9.3,538,10
2012,1,23,12,5.0,87,184,8.8,539,11
2012,1,23,13,5.0,89,147,6.2,540,12
2012,1,23,14,5.5,89,80,5.1,541,13
2012,1,23,15,6.1,89,53,9.3,542,14
2012,1,23,16,6.6,90,59,4.1,543,15
